ID	P.value
GO:0009607	0.0658624831914102
GO:0009611	0.9909129380278321
GO:0009615	0.20042879156736085
GO:0009617	0.7111357867612531
GO:0009628	0.6291208481376442
GO:0009653	0.9916969769869732
GO:0009719	0.6827640915304807
GO:0009725	0.39783172523271104
GO:0009790	0.9018183945035668
GO:0009792	0.8992462064100348
GO:0009888	0.7990610745598705
GO:0009889	0.2396886767577661
GO:0009890	0.9675971743882286
GO:0009891	0.21165248125922637
GO:0009892	0.49746638872519977
GO:0009893	0.5053180138287185
GO:0009894	0.9774667191321657
GO:0009966	0.6782373083508406
GO:0009967	0.6357226446828721
GO:0009968	0.007730833938725239
GO:0009987	0.7073096754625424
GO:0009991	0.0011095434750808286
GO:0010033	0.1748334035502577
GO:0010035	0.7111357867612531
GO:0010038	0.8793343894950221
GO:0010243	0.39783172523271104
GO:0010256	0.5841319575424295
GO:0010389	0.5841319575424295
GO:0010467	0.021189446239845783
GO:0010468	0.012418530220307686
GO:0010498	0.35493634753951386
GO:0010556	0.13541387287510043
GO:0010557	0.1567703718181078
GO:0010558	0.9427263845633486
GO:0010562	0.6499011960647987
GO:0010563	0.16575164235435633
GO:0010564	0.9926907006748584
GO:0010594	0.5942975142864126
GO:0010604	0.469849142463059
GO:0010605	0.31852387927424025
GO:0010608	0.23758876629358447
GO:0010628	0.2713700142910054
GO:0010629	0.0563423972055742
GO:0010631	0.16575164235435633
GO:0010632	0.2758350050905296
GO:0010634	0.07895049867689834
GO:0010638	0.24889949615906481
GO:0010639	0.36799324225835
GO:0010646	0.7690414745161447
GO:0010647	0.6577302584387779
GO:0010648	0.007730833938725239
GO:0010720	0.6503770062932124
GO:0010876	0.31510798855316463
GO:0010941	0.36576067072506213
GO:0010942	0.08029507024904249
GO:0010948	0.9535681753509998
GO:0010965	0.7095940664432139
GO:0010972	0.6403925865148676
GO:0010975	0.2930526598992744
GO:0012501	0.5036825008831514
GO:0014070	0.7095940664432139
GO:0015031	0.875703240552525
GO:0016032	0.8992462064100348
GO:0016043	0.7794106841522239
GO:0016053	0.09265325277928015
GO:0016064	0.23758876629358447
GO:0016070	0.06023725398108908
GO:0016192	0.24272699835263534
GO:0016233	0.8272639276513577
GO:0016310	0.9301130932071515
GO:0016311	0.013241556574457674
GO:0016444	0.056820732142589286
GO:0016445	0.056820732142589286
GO:0016447	0.056820732142589286
GO:0016477	0.07168583160207317
GO:0016567	0.7410522876027381
GO:0016570	0.8793343894950221
GO:0018105	0.5841319575424295
GO:0018108	0.7115402024146734
GO:0018130	0.16180901297434652
GO:0018193	0.4992103065538678
GO:0018209	0.5841319575424295
GO:0018212	0.7115402024146734
GO:0019216	0.6065117533708395
GO:0019219	0.07072620938007061
GO:0019220	0.7270755519681171
GO:0019221	0.05312372680681725
GO:0019222	0.3993465269626823
GO:0019369	0.9159272980640026
GO:0019438	0.13541387287510043
GO:0019538	0.878741654234464
GO:0019637	0.6130784470579939
GO:0019724	0.23758876629358447
GO:0019752	0.08918503363282519
GO:0019915	0.4898887863454161
GO:0019932	0.056820732142589286
GO:0019941	0.6180949995051329
GO:0019953	0.860612999745298
GO:0022008	0.9130178175148839
GO:0022402	0.9611783478767577
GO:0022407	0.08918503363282519
GO:0022408	0.544090038555223
GO:0022409	0.12906015748824573
GO:0022411	0.7111357867612531
GO:0022412	0.8582538095769872
GO:0022414	0.8354516219855224
GO:0022603	0.9807107640858637
GO:0022607	0.3292900747138925
GO:0023051	0.7690414745161447
GO:0023052	0.23197187090270652
GO:0023056	0.6577302584387779
GO:0023057	0.007730833938725239
GO:0023061	0.85558131656097125
GO:0030001	0.056820732142589286
GO:0030010	0.9513470538719143
GO:0030029	0.2262963810900319
GO:0030030	0.14053082204721842
GO:0030031	0.0013722755247506516
GO:0030036	0.2262963810900319
GO:0030071	0.8061723449357379
GO:0030097	0.17795342007611592
GO:0030098	0.009221487401117098
GO:0030099	0.9415773859747083
GO:0030101	0.056820732142589286
GO:0030154	0.1260244705130366
GO:0030155	0.0739724991606955
GO:0030162	0.9720147970753923
GO:0030163	0.860612999745298
GO:0030182	0.7095940664432139
GO:0030183	0.056820732142589286
GO:0030217	0.009221487401117098
GO:0030334	0.02694635743181521
GO:0030335	0.11143160954093137
GO:0030336	0.6403925865148676
GO:0030595	0.8992462064100348
GO:0030855	0.8771497024157053
GO:0031023	0.793691152631452
GO:0031109	0.07895049867689834
GO:0031110	0.056820732142589286
GO:0031145	0.3407746170299104
GO:0031175	0.6808935908350682
GO:0031323	0.38192116522401454
GO:0031324	0.6360300417996496
GO:0031325	0.454200206086539
GO:0031326	0.20659194610160403
GO:0031327	0.9675971743882286
GO:0031328	0.1924438404298078
GO:0031329	0.9807107640858637
GO:0031334	0.793691152631452
GO:0031341	0.20086368472151822
GO:0031343	0.056820732142589286
GO:0031344	0.013241556574457674
GO:0031346	0.2930526598992744
GO:0031347	0.461612552585405
GO:0031348	0.31510798855316463
GO:0031349	0.8125718719629451
GO:0031396	0.8992462064100348
GO:0031399	0.8149171710104006
GO:0031400	0.16142633098006637
GO:0031401	0.74161344739085
GO:0031570	0.6823920149084546
GO:0031577	0.9209983636480332
GO:0031647	0.9159272980640026
GO:0031667	0.02730224421606848
GO:0031668	2.730050628723181e-5
GO:0031960	0.8272639276513577
GO:0032101	0.4791312020535885
GO:0032102	0.16142633098006637
GO:0032103	0.8561496865699145
GO:0032200	0.6823920149084546
GO:0032271	0.10477462590731314
GO:0032273	0.20042879156736085
GO:0032355	0.6403925865148676
GO:0032386	0.9513470538719143
GO:0032446	0.8165949986914067
GO:0032465	0.7204093865849391
GO:0032496	0.754625021093775
GO:0032501	0.39599109103657204
GO:0032502	0.37714979994421965
GO:0032504	0.7115402024146734
GO:0032535	0.4898887863454161
GO:0032640	0.02730224421606848
GO:0032680	0.02730224421606848
GO:0032774	0.05122053766990342
GO:0032787	0.046983562961086904
GO:0032870	0.09068844000531857
GO:0032879	0.8320059909336057
GO:0032880	0.9862713613607997
GO:0032886	0.394882442384352
GO:0032940	0.8882380181358184
GO:0032943	0.016802696434714957
GO:0032944	0.016802696434714957
GO:0032946	0.02476584995021219
GO:0032956	0.053521092513440144
GO:0032970	0.053521092513440144
GO:0032989	0.9767580518083767
GO:0033002	0.9595102998665597
GO:0033036	0.6373866013527132
GO:0033043	0.5516703683140123
GO:0033044	0.9535681753509998
GO:0033045	0.8440493555974506
GO:0033046	0.793691152631452
GO:0033047	0.8165949986914067
GO:0033048	0.793691152631452
GO:0033135	0.43527909901130457
GO:0033157	0.8992462064100348
GO:0033365	0.7153497435557158
GO:0033554	0.18333912195700794
GO:0033559	0.013171965601822566
GO:0033674	0.39783172523271104
GO:0033993	0.6580015887500992
GO:0034097	0.11143160954093137
GO:0034248	0.10477462590731314
GO:0034330	0.20086368472151822
GO:0034502	0.8368142388561342
GO:0034504	0.7204093865849391
GO:0034641	0.1483381380094668
GO:0034645	0.08056554480029889
GO:0034654	0.13541387287510043
GO:0034660	0.4898887863454161
GO:0035239	0.9924850940783803
GO:0035295	0.9971249794312578
GO:0035556	0.6124166116507739
GO:0035592	0.9159272980640026
GO:0036211	0.9591056662550999
GO:0040001	0.8992462064100348
GO:0040007	0.7685440492207694
GO:0040008	0.5667893208711565
GO:0040011	0.10422347859359443
GO:0040012	0.03903992378556548
GO:0040013	0.6823920149084546
GO:0040017	0.11143160954093137
GO:0042060	0.9663267477004721
GO:0042098	0.02476584995021219
GO:0042102	0.036332318128783354
GO:0042110	0.046741787586964255
GO:0042113	0.06173774069877189
GO:0042116	0.10477462590731314
GO:0042127	0.1760589432951557
GO:0042129	0.02476584995021219
GO:0042157	0.2758350050905296
GO:0042158	0.2758350050905296
GO:0042176	0.9595102998665597
GO:0042221	0.6372715556515478
GO:0042267	0.544090038555223
GO:0042306	0.8272639276513577
GO:0042325	0.6680938161269673
GO:0042326	0.07073544293073125
GO:0042327	0.6244673671695121
GO:0042330	0.9018183945035668
GO:0042592	0.0952591540524398
GO:0042742	0.8793343894950221
GO:0042759	0.03906372790516836
GO:0042770	0.3883960161533475
GO:0042981	0.39201564949098916
GO:0043009	0.8992462064100348
GO:0043043	0.1339794694638221
GO:0043065	0.09548984678455959
GO:0043066	0.9247089498842488
GO:0043067	0.4422874553822288
GO:0043068	0.13753038272831747
GO:0043069	0.9247089498842488
GO:0043085	0.5335625965915035
GO:0043086	0.4324734604736784
GO:0043161	0.35493634753951386
GO:0043170	0.35556053239202456
GO:0043207	0.046983562961086904
GO:0043254	0.46727749904207627
GO:0043405	0.23758876629358447
GO:0043406	0.23758876629358447
GO:0043408	0.7614878387034993
GO:0043410	0.6808935908350682
GO:0043412	0.9591056662550999
GO:0043434	0.1132884902035133
GO:0043436	0.08918503363282519
GO:0043534	0.20042879156736085
GO:0043542	0.3407746170299104
GO:0043549	0.8734094857226337
GO:0043603	0.394882442384352
GO:0043604	0.31510798855316463
GO:0043632	0.6180949995051329
GO:0043651	0.008483870313508706
GO:0043933	0.31898160701844397
GO:0044085	0.20531488614689822
GO:0044087	0.02694635743181521
GO:0044089	0.5349827812747758
GO:0044092	0.685491394524042
GO:0044093	0.6114353449664451
GO:0044237	0.40560963197279043
GO:0044238	0.566393344543306
GO:0044248	0.9475051859589297
GO:0044249	0.37223818089515
GO:0044255	0.3365641635276711
GO:0044260	0.2718634196851836
GO:0044265	0.7095940664432139
GO:0044271	0.27511318180261696
GO:0044281	0.017119865737262346
GO:0044283	0.0658624831914102
GO:0044419	0.13278592976766979
GO:0044770	0.6884496977633646
GO:0044772	0.9135119058685546
GO:0044773	0.544090038555223
GO:0044774	0.6403925865148676
GO:0044782	0.056820732142589286
GO:0044784	0.8259284457604896
GO:0044818	0.85558131656097125
GO:0044839	0.860612999745298
GO:0044843	0.8992462064100348
GO:0045017	0.8813691448055003
GO:0045058	0.002961665212466851
GO:0045087	0.678742827609165
GO:0045088	0.8992462064100348
GO:0045089	0.8272639276513577
GO:0045132	0.9082938374457614
GO:0045184	0.9539574826568253
GO:0045190	0.056820732142589286
GO:0045321	0.13278592976766979
GO:0045580	0.053521092513440144
GO:0045582	0.1339794694638221
GO:0045595	0.25253557433488133
GO:0045596	0.9513470538719143
GO:0045597	0.875703240552525
GO:0045619	0.053521092513440144
GO:0045621	0.1339794694638221
GO:0045637	0.8992462064100348
GO:0045639	0.85558131656097125
GO:0045785	0.09265325277928015
GO:0045786	0.9645258988508092
GO:0045787	0.7990610745598705
GO:0045834	0.85558131656097125
GO:0045839	0.793691152631452
GO:0045840	0.43527909901130457
GO:0045841	0.793691152631452
GO:0045859	0.8467499399384619
GO:0045860	0.334179803331072
GO:0045892	0.8165949986914067
GO:0045893	0.09741411828344541
GO:0045911	0.10477462590731314
GO:0045930	0.8197367348586224
GO:0045931	0.5486099562765195
GO:0045934	0.9018159407766866
GO:0045935	0.17037053931566973
GO:0045936	0.16575164235435633
GO:0045937	0.6499011960647987
GO:0045944	0.334179803331072
GO:0046394	0.09265325277928015
GO:0046456	0.05560510307445582
GO:0046457	0.3407746170299104
GO:0046467	0.8125718719629451
GO:0046470	0.754625021093775
GO:0046474	0.8678479986141325
GO:0046483	0.10575519356068112
GO:0046486	0.9152729532963222
GO:0046488	0.793691152631452
GO:0046631	0.01909239167885804
GO:0046633	0.011215470027965899
GO:0046634	0.03906372790516836
GO:0046635	0.018093640707548438
GO:0046640	0.011215470027965899
GO:0046641	0.011215470027965899
GO:0046649	0.05588398940689872
GO:0046651	0.016802696434714957
GO:0046822	0.8272639276513577
GO:0046903	0.5836799402118005
GO:0046907	0.9342683535091287
GO:0048015	0.85558131656097125
GO:0048017	0.85558131656097125
GO:0048144	0.92989286316965
GO:0048145	0.85558131656097125
GO:0048232	0.92989286316965
GO:0048285	0.9991998343690016
GO:0048468	0.38704306308681197
GO:0048511	0.92989286316965
GO:0048513	0.7690414745161447
GO:0048514	0.9890198001169639
GO:0048518	0.5554698209836562
GO:0048519	0.4537548245666455
GO:0048522	0.541041077214725
GO:0048523	0.30492720010828933
GO:0048534	0.20086368472151822
GO:0048545	0.9159272980640026
GO:0048583	0.7253834418531353
GO:0048584	0.7953283529341354
GO:0048585	0.046360377777866224
GO:0048589	0.48089994502308586
GO:0048598	0.544090038555223
GO:0048609	0.7115402024146734
GO:0048638	0.20042879156736085
GO:0048646	0.9862713613607997
GO:0048659	0.8992462064100348
GO:0048660	0.8992462064100348
GO:0048661	0.85558131656097125
GO:0048666	0.6808935908350682
GO:0048699	0.736457341084512
GO:0048729	0.9415773859747083
GO:0048731	0.8869999808862532
GO:0048732	0.5486099562765195
GO:0048762	0.6403925865148676
GO:0048856	0.7774212808136483
GO:0048863	0.1339794694638221
GO:0048869	0.1377467878523802
GO:0048870	0.10249640082322696
GO:0048871	0.8125718719629451
GO:0048878	0.026838849366639
GO:0050000	0.9971249794312578
GO:0050670	0.016802696434714957
GO:0050671	0.02476584995021219
GO:0050673	0.6065117533708395
GO:0050678	0.6823920149084546
GO:0050708	0.8793343894950221
GO:0050727	0.3029345266800808
GO:0050728	0.20086368472151822
GO:0050729	0.6823920149084546
GO:0050730	0.5349827812747758
GO:0050731	0.3973352267475594
GO:0050776	0.20207258099968786
GO:0050777	0.2930526598992744
GO:0050778	0.24272699835263534
GO:0050789	0.05439581629513383
GO:0050790	0.9695248066229656
GO:0050793	0.2373120832588074
GO:0050794	0.07029298126451104
GO:0050863	0.03832141820039415
GO:0050864	0.03644831952965098
GO:0050865	0.07695451903593241
GO:0050866	0.056820732142589286
GO:0050867	0.0792689634313012
GO:0050870	0.05560510307445582
GO:0050871	0.03644831952965098
GO:0050878	0.2930526598992744
GO:0050896	0.09558058518555157
GO:0050900	0.7410522876027381
GO:0050920	0.9159272980640026
GO:0051046	0.793691152631452
GO:0051047	0.48089994502308586
GO:0051049	0.4514787458589655
GO:0051050	0.3096032452337291
GO:0051052	0.6913220473478859
GO:0051053	0.8793343894950221
GO:0051054	0.685491394524042
GO:0051093	0.9663267477004721
GO:0051094	0.8333929942904412
GO:0051098	0.9159272980640026
GO:0051128	0.5792948680982464
GO:0051129	0.4171090007266651
GO:0051130	0.5340616675910745
GO:0051169	0.92989286316965
GO:0051170	0.8793343894950221
GO:0051171	0.32243732531209723
GO:0051172	0.6238889208569753
GO:0051173	0.41266712619218776
GO:0051174	0.7270755519681171
GO:0051179	0.5792948680982464
GO:0051222	0.9415773859747083
GO:0051223	0.8937510939811506
GO:0051225	0.8061723449357379
GO:0051234	0.6820293388515377
GO:0051235	0.1132884902035133
GO:0051236	0.85558131656097125
GO:0051239	0.04360660564247856
GO:0051240	0.4621171295588048
GO:0051241	0.17795342007611592
GO:0051246	0.6324448161975216
GO:0051247	0.5419206731974844
GO:0051248	0.20207258099968786
GO:0051249	0.03911609538736444
GO:0051251	0.046741787586964255
GO:0051252	0.057932931193202836
GO:0051253	0.8561496865699145
GO:0051254	0.1403918608241601
GO:0051258	0.20086368472151822
GO:0051276	0.9857946313510979
GO:0051293	0.92989286316965
GO:0051294	0.8992462064100348
GO:0051298	0.4898887863454161
GO:0051301	0.9917867525583246
GO:0051302	0.7410522876027381
GO:0051304	0.8440493555974506
GO:0051306	0.7095940664432139
GO:0051321	0.8167957053027627
GO:0051336	0.4324734604736784
GO:0051338	0.9666312044765936
GO:0051345	0.02730224421606848
GO:0051346	0.9415773859747083
GO:0051347	0.6499011960647987
GO:0051348	0.31510798855316463
GO:0051438	0.8992462064100348
GO:0051445	0.3407746170299104
GO:0051493	0.08056554480029889
GO:0051494	0.4898887863454161
GO:0051495	0.053521092513440144
GO:0051603	0.6180949995051329
GO:0051640	0.9990327089714924
GO:0051641	0.9074707958110084
GO:0051649	0.9995867427288481
GO:0051653	0.92989286316965
GO:0051656	0.9998567024191389
GO:0051668	0.2930526598992744
GO:0051707	0.046983562961086904
GO:0051716	0.1995553525182205
GO:0051726	0.9689519901947614
GO:0051781	0.9415773859747083
GO:0051783	0.9474283858091572
GO:0051784	0.793691152631452
GO:0051785	0.43527909901130457
GO:0051983	0.9231022588831286
GO:0051984	0.9159272980640026
GO:0051985	0.793691152631452
GO:0060255	0.3488379600613432
GO:0060284	0.46727749904207627
GO:0060322	0.544090038555223
GO:0060326	0.9513470538719143
GO:0060341	0.9917380437745156
GO:0060429	0.9427263845633486
GO:0060485	0.6403925865148676
GO:0060548	0.7115402024146734
GO:0060627	0.04805170100724765
GO:0060759	0.10477462590731314
GO:0061024	0.4345497509241927
GO:0061097	0.24598315140128413
GO:0061982	0.8582538095769872
GO:0065003	0.3671084932131133
GO:0065007	0.07577255267956852
GO:0065008	0.6827640915304807
GO:0065009	0.9869837122596086
GO:0070192	0.8125718719629451
GO:0070201	0.9634959371737578
GO:0070371	0.5486099562765195
GO:0070372	0.394882442384352
GO:0070374	0.2758350050905296
GO:0070507	0.20086368472151822
GO:0070647	0.8730599504306877
GO:0070661	0.016802696434714957
GO:0070663	0.016802696434714957
GO:0070665	0.02476584995021219
GO:0070727	0.859639832346303
GO:0070848	0.9209983636480332
GO:0070887	0.3400919072084063
GO:0070925	0.4422874553822288
GO:0071173	0.9209983636480332
GO:0071174	0.9209983636480332
GO:0071216	0.8992462064100348
GO:0071241	0.4898887863454161
GO:0071310	0.13144586814077588
GO:0071345	0.08056554480029889
GO:0071363	0.9209983636480332
GO:0071375	0.03906372790516836
GO:0071396	0.92989286316965
GO:0071407	0.92989286316965
GO:0071417	0.06173774069877189
GO:0071459	0.8272639276513577
GO:0071495	0.5146817566671777
GO:0071496	7.19086139808705e-5
GO:0071674	0.85558131656097125
GO:0071692	0.9159272980640026
GO:0071702	0.22719796909208373
GO:0071704	0.5620983205686625
GO:0071705	0.9018159407766866
GO:0071706	0.02730224421606848
GO:0071840	0.7281365803148165
GO:0071900	0.6660877201077844
GO:0071902	0.2262963810900319
GO:0072330	0.031019964220163662
GO:0072359	0.9976329335953464
GO:0072594	0.9720147970753923
GO:0080090	0.2836969961261526
GO:0080134	0.3671084932131133
GO:0080135	0.793691152631452
GO:0090066	0.5248424321514911
GO:0090068	0.9050149066303264
GO:0090130	0.16575164235435633
GO:0090132	0.16575164235435633
GO:0090231	0.85558131656097125
GO:0090266	0.85558131656097125
GO:0090304	0.07246076562217987
GO:0090307	0.9720147970753923
GO:0090407	0.5173583585446968
GO:0097190	0.05560510307445582
GO:0097191	0.3407746170299104
GO:0097193	0.3407746170299104
GO:0097305	0.43527909901130457
GO:0097435	0.11441484159045508
GO:0097529	0.6823920149084546
GO:0097659	0.05122053766990342
GO:0097696	0.06173774069877189
GO:0098542	0.15522958251175858
GO:0098609	0.05459588851920447
GO:0098813	0.9979135981293001
GO:0110053	0.07895049867689834
GO:0120031	0.0013722755247506516
GO:0120035	0.013241556574457674
GO:0120036	0.14053082204721842
GO:0120254	0.036332318128783354
GO:0140013	0.8882380181358184
GO:0140014	0.9978700369967043
GO:0140352	0.8882380181358184
GO:0140694	0.8167957053027627
GO:1900180	0.6403925865148676
GO:1900182	0.85558131656097125
GO:1901135	0.9082938374457614
GO:1901137	0.8771497024157053
GO:1901360	0.03832909714519351
GO:1901362	0.16180901297434652
GO:1901564	0.9479855497099078
GO:1901565	0.9321561733962238
GO:1901566	0.6827640915304807
GO:1901568	0.8272639276513577
GO:1901575	0.8996645726634193
GO:1901576	0.3909680240915455
GO:1901615	0.3883960161533475
GO:1901652	0.2262963810900319
GO:1901653	0.1132884902035133
GO:1901698	0.28138210800388225
GO:1901699	0.03270271031793285
GO:1901700	0.24889949615906481
GO:1901701	0.16849755908449418
GO:1901976	0.85558131656097125
GO:1901987	0.7810119250530155
GO:1901988	0.8009990501329105
GO:1901989	0.5248424321514911
GO:1901990	0.7618633744346464
GO:1901991	0.7808356720041552
GO:1901992	0.5248424321514911
GO:1902099	0.8061723449357379
GO:1902100	0.793691152631452
GO:1902105	0.1951519681601578
GO:1902107	0.35493634753951386
GO:1902115	0.07895049867689834
GO:1902531	0.29715716355325256
GO:1902532	0.008483870313508706
GO:1902533	0.2945214572148228
GO:1902679	0.8165949986914067
GO:1902680	0.09741411828344541
GO:1902749	0.5841319575424295
GO:1902750	0.6403925865148676
GO:1902850	0.9997351102677043
GO:1902903	0.04805170100724765
GO:1902905	0.03906372790516836
GO:1903037	0.09265325277928015
GO:1903039	0.12906015748824573
GO:1903046	0.9427263845633486
GO:1903047	0.9994110658576838
GO:1903050	0.8272639276513577
GO:1903131	0.009221487401117098
GO:1903320	0.9415773859747083
GO:1903504	0.85558131656097125
GO:1903506	0.03953851765425666
GO:1903507	0.8165949986914067
GO:1903508	0.09741411828344541
GO:1903509	0.6823920149084546
GO:1903530	0.7111357867612531
GO:1903532	0.43527909901130457
GO:1903555	0.02730224421606848
GO:1903706	0.1951519681601578
GO:1903708	0.35493634753951386
GO:1903829	0.9767580518083767
GO:1904029	0.9082938374457614
GO:1904892	0.2930526598992744
GO:1904951	0.9415773859747083
GO:1905818	0.8440493555974506
GO:1905819	0.793691152631452
GO:1905820	0.6823920149084546
GO:2000026	0.7153497435557158
GO:2000058	0.8272639276513577
GO:2000112	0.07895049867689834
