ID	P.value
TF:M11507	1.7054040125140367e-19
TF:M02097_1	1.7270726797488357e-19
TF:M08404_1	1.9708606428407113e-19
TF:M10535	2.3729418128870806e-19
TF:M12193	2.618367749844447e-19
TF:M00192	3.1608222187167702e-19
TF:M02006_1	3.4687792191210846e-19
TF:M12193_1	8.729957011180717e-19
TF:M07270	1.1995392750841108e-18
TF:M04556_1	1.6690494291656549e-18
TF:M08404	2.256417648447993e-18
TF:M12689	2.5699929053046294e-18
TF:M04611	3.400909405188607e-18
TF:M11894	3.4244330990836173e-18
TF:M00802_1	3.9585144679227724e-18
TF:M07257	4.087530030262322e-18
TF:M11211	4.840552526176857e-18
TF:M08726	5.862814154977608e-18
TF:M11213_1	7.185155539057305e-18
TF:M00155	1.1470824699078807e-17
TF:M03559_1	1.4221537713025836e-17
TF:M00102	1.9803368237093548e-17
TF:M04715	2.5234189495718614e-17
TF:M03841	4.4097472410718846e-17
TF:M11950_1	4.608045348771057e-17
TF:M00805	5.766060817300869e-17
TF:M03858	5.766060817300869e-17
TF:M01404	6.661430115002657e-17
TF:M01883_1	6.785734251212231e-17
TF:M07120	7.645289315138775e-17
TF:M00136	8.055427754864875e-17
TF:M01124_1	9.415047013450019e-17
TF:M08928	1.7514369306473583e-16
TF:M01723	1.833451486006545e-16
TF:M00991	2.539297711176674e-16
TF:M01149	3.0811496737586957e-16
TF:M11632	3.10821984561293e-16
TF:M00980	3.1211034780212687e-16
TF:M09646	3.873403036745951e-16
TF:M10065_1	4.373875152138687e-16
TF:M00795	4.376749151576717e-16
TF:M03951	4.456730547238688e-16
TF:M08836	4.530438227774601e-16
TF:M11211_1	5.328391935502365e-16
TF:M07450	5.611968464130562e-16
TF:M03560_1	5.812220762150136e-16
TF:M04635	6.575244987912749e-16
TF:M01337_1	7.798891473044243e-16
TF:M11602_1	7.830309835527495e-16
TF:M01324	8.78398870814075e-16
TF:M01275_1	8.904342890607993e-16
TF:M02026_1	9.191508836316937e-16
TF:M03842	9.896474227604407e-16
TF:M00347	1.0437146320721525e-15
TF:M00351	1.1093691192798918e-15
TF:M09726_1	1.431525444674099e-15
TF:M07120_1	1.5210331685047236e-15
TF:M11046	1.5977057821248628e-15
TF:M00744	1.636776720508505e-15
TF:M03549	1.7209348975649949e-15
TF:M08976	1.8119261990154907e-15
TF:M11571	2.1082860292253462e-15
TF:M02909_1	2.2105100431098685e-15
TF:M11585_1	2.558340528664831e-15
TF:M11626_1	2.8813056675722224e-15
TF:M01010	3.403159127173434e-15
TF:M08928_1	3.4515730184204055e-15
TF:M08520_1	3.826931816997184e-15
TF:M04082	4.53480562221168e-15
TF:M11209_1	4.663888430865312e-15
TF:M10864_1	5.0302478946416714e-15
TF:M11929	5.058079545412635e-15
TF:M01287	6.892967790920295e-15
TF:M03560	6.921247683415138e-15
TF:M00349	7.048364319251111e-15
TF:M04073_1	9.722545770994054e-15
TF:M11602	9.916796637421739e-15
TF:M10147	1.0810388812962633e-14
TF:M10541	1.147279973309901e-14
TF:M03950_1	1.2049951650684664e-14
TF:M11626	1.280793996956774e-14
TF:M11913_1	1.3540033101143524e-14
TF:M07047_1	1.3748923611917624e-14
TF:M10864	1.4386775050714062e-14
TF:M01255_1	1.581096185088111e-14
TF:M00421	1.6301327168354016e-14
TF:M03952	1.7653188885213625e-14
TF:M04610	1.9759364788207303e-14
TF:M08888_1	2.1507028268681887e-14
TF:M11913	2.3102308492245417e-14
TF:M00042	2.5667032270846633e-14
TF:M09646_1	2.849913710693833e-14
TF:M01275	3.0550949436649966e-14
TF:M01324_1	3.0968621185803314e-14
TF:M02116	3.349777575399078e-14
TF:M03813	3.573978156802297e-14
TF:M11606_1	4.2945192590678255e-14
TF:M07599_1	4.446861207000371e-14
TF:M03559	4.63510452539931e-14
TF:M07255	4.691859649963406e-14
TF:M01884_1	4.755218059355086e-14
TF:M11571_1	4.769684734280669e-14
TF:M02086_1	5.024647729279952e-14
TF:M04360_1	6.07044387472679e-14
TF:M08520	6.195983588542357e-14
TF:M00240	7.010903073897413e-14
TF:M11515	7.193535766064663e-14
TF:M04360	7.261526188284858e-14
TF:M08203	7.449872968688558e-14
TF:M11584	8.332660126844002e-14
TF:M11134	9.230908343543617e-14
TF:M01420	9.753263548015611e-14
TF:M04256_1	9.984526949516811e-14
TF:M01393_1	1.1527803536066304e-13
TF:M00410	1.33207578501596e-13
TF:M08405	1.335638729815514e-13
TF:M03138_1	1.341479000053433e-13
TF:M03857_1	1.341479000053433e-13
TF:M11908_1	1.5115699229810644e-13
TF:M11929_1	1.5155014098854495e-13
TF:M10088_1	1.80508273283314e-13
TF:M01836_1	1.9318212664952853e-13
TF:M01462_1	2.042240889183639e-13
TF:M00137	2.753303092438703e-13
TF:M01420_1	3.5071844845287186e-13
TF:M00252_1	3.66286030147673e-13
TF:M08671	4.2080770324660134e-13
TF:M02109	4.4015223121165477e-13
TF:M08817_1	4.894143411974298e-13
TF:M10701_1	5.58656415611593e-13
TF:M11896	5.767775099517433e-13
TF:M00421_1	6.298651271084913e-13
TF:M11909	6.684474229796975e-13
TF:M04068	7.005716494784294e-13
TF:M00795_1	7.323106013871101e-13
TF:M11606	8.127358096601591e-13
TF:M02909	8.960865233426186e-13
TF:M04715_1	9.549921307328921e-13
TF:M10690_1	1.0201755307160348e-12
TF:M00162	1.0522409668575928e-12
TF:M00515	1.101156213967782e-12
TF:M04256	1.1549487194541624e-12
TF:M00095_1	1.5035516813684081e-12
TF:M03951_1	1.5086455498812938e-12
TF:M04377	2.0028564584275622e-12
TF:M00137_1	2.042066117672766e-12
TF:M08822_1	2.183688442907503e-12
TF:M10739	2.3147986285544567e-12
TF:M11635	2.396965685124667e-12
TF:M10690	2.419698259609951e-12
TF:M03848_1	2.4402487262998702e-12
TF:M00210	2.481911678716664e-12
TF:M01232	2.4860473629334245e-12
TF:M11633	2.534098604205184e-12
TF:M11950	2.535898699971542e-12
TF:M07266	2.792488614947094e-12
TF:M11383	3.5599058307970836e-12
TF:M11908	3.653523406309841e-12
TF:M01287_1	3.679025933468697e-12
TF:M00293	4.562692900332206e-12
TF:M10103	4.902774727328251e-12
TF:M04383_1	5.912260464197311e-12
TF:M07204	6.349751262829797e-12
TF:M00138	6.391553639887198e-12
TF:M02050_1	6.542868279089331e-12
TF:M01070_1	6.868263282548965e-12
TF:M07255_1	7.668076369074905e-12
TF:M03849_1	9.241742282965037e-12
TF:M00515_1	1.071425894229941e-11
TF:M07047	1.0988450486024143e-11
TF:M11136	1.1765272901664137e-11
TF:M11896_1	1.2452179982332428e-11
TF:M03803_1	1.2712145679837857e-11
TF:M04075	1.3336077316361668e-11
TF:M05946	1.3610030413930101e-11
TF:M03804	1.7380260744219303e-11
TF:M03829	1.7681309731211654e-11
TF:M04484	2.1750568987985474e-11
TF:M03138	2.1790691439990665e-11
TF:M03857	2.1790691439990665e-11
TF:M03580	2.2589142743093056e-11
TF:M09938	2.3636874241617593e-11
TF:M08378	2.823351816768578e-11
TF:M11847_1	2.8433342697691458e-11
TF:M00205	3.209782231489024e-11
TF:M07376	3.3775211577418286e-11
TF:M10609_1	3.4271283340108866e-11
TF:M10698_1	3.4271283340108866e-11
TF:M09855_1	3.439520110564375e-11
TF:M07058	4.028139126973107e-11
TF:M07416	4.2557047140648913e-11
TF:M07419	4.293564449738322e-11
TF:M01400	4.30732160482249e-11
TF:M03546_1	4.365651892068244e-11
TF:M01654_1	4.365651892068244e-11
TF:M01404_1	4.4785520996285036e-11
TF:M00195	4.618847524232467e-11
TF:M00432	4.643917697118142e-11
TF:M01255	4.968526569549518e-11
TF:M08438	5.018532701548576e-11
TF:M10034	5.4612603260212354e-11
TF:M07268	5.6620250245086174e-11
TF:M11935	5.683024355723799e-11
TF:M07266_1	6.423256372044241e-11
TF:M11507_1	7.380196036669585e-11
TF:M00930	7.403688629468047e-11
TF:M08482	7.447925058672255e-11
TF:M08817	8.162748023491719e-11
TF:M04442	8.74140511256056e-11
TF:M01884	8.940772972697947e-11
TF:M07298	9.021744635669863e-11
TF:M01462	9.138468866446837e-11
TF:M00161	1.1286475813089928e-10
TF:M10704	1.2536979718565325e-10
TF:M10698	1.2537324720235745e-10
TF:M10609	1.2537324720235745e-10
TF:M08907	1.2628114251147837e-10
TF:M01743_1	1.2637090952642899e-10
TF:M04079	1.287581956732896e-10
TF:M01292	1.2916538073783376e-10
TF:M00136_1	1.3611874382045038e-10
TF:M00155_1	1.3933164358414923e-10
TF:M11632_1	1.4347125851575307e-10
TF:M03842_1	1.4701356252949702e-10
TF:M03581	1.5578473767142224e-10
TF:M01070	1.563457553265839e-10
TF:M02265	1.7278735466146244e-10
TF:M01388	1.8326181882428276e-10
TF:M00192_1	1.8815370217431805e-10
TF:M01883	1.881605087181307e-10
TF:M11635_1	2.1758954122090673e-10
TF:M10036	2.4070049404164864e-10
TF:M03581_1	2.5879800559298544e-10
TF:M03873	2.5918660571109345e-10
TF:M10707	2.6782333554312687e-10
TF:M04063_1	2.7501587813862566e-10
TF:M03823_1	2.9135310665239994e-10
TF:M03854_1	2.9135310665239994e-10
TF:M08671_1	3.174704139555704e-10
TF:M11584_1	3.3917482923526665e-10
TF:M04383	4.162268650014307e-10
TF:M07599	4.4836761976662394e-10
TF:M04069	4.5264673205558497e-10
TF:M07450_1	4.5290710373763565e-10
TF:M10701	4.594236215434295e-10
TF:M01996	4.687074996345218e-10
TF:M12625	4.780373477419738e-10
TF:M00102_1	5.035858711395006e-10
TF:M08375	5.280860964400184e-10
TF:M01388_1	5.679419889274263e-10
TF:M10704_1	5.928353129103554e-10
TF:M10033	6.106485846005849e-10
TF:M11909_1	6.571268119070795e-10
TF:M11806	6.877105921859186e-10
TF:M12276	6.909804529889743e-10
TF:M07476_1	7.066491327714842e-10
TF:M00095	7.071955743123261e-10
TF:M11932	7.703502446835751e-10
TF:M10750_1	7.735720566329435e-10
TF:M04053	8.04173856521574e-10
TF:M02115	8.686541970752306e-10
TF:M12276_1	8.723602939751066e-10
TF:M08202	8.857960536694869e-10
TF:M04897	9.119928290365462e-10
TF:M11927	9.834605473158254e-10
TF:M04336	1.1261378740118374e-9
TF:M01017	1.1643209740727205e-9
TF:M00410_1	1.302807236344755e-9
TF:M04349	1.5128086343745188e-9
TF:M01011	1.520010059681848e-9
TF:M11264_1	1.6878240251689391e-9
TF:M11897	1.6932611547105334e-9
TF:M11641	1.86474946041934e-9
TF:M08883_1	2.0448679369412045e-9
TF:M00464_1	2.120328487951741e-9
TF:M10710	2.211842749989507e-9
TF:M08838	2.3002197417425422e-9
TF:M11024	2.3849759395285268e-9
TF:M12035	2.4117431494570692e-9
TF:M01658	2.4491917037313344e-9
TF:M01723_1	2.4810583489715932e-9
TF:M04609	2.5286726330995455e-9
TF:M02097	2.5447912350048106e-9
TF:M01414	2.5939761186678792e-9
TF:M04328_1	2.6070155722212755e-9
TF:M04258	2.7022003604048673e-9
TF:M11268	2.7401037563405255e-9
TF:M00096	2.8868077128374163e-9
TF:M07080	3.0021789197188403e-9
TF:M04338	3.167384266808714e-9
TF:M01836	3.3549783970115386e-9
TF:M08888	3.6329794120299828e-9
TF:M10033_1	3.725742268149296e-9
TF:M00463	3.732363500711426e-9
TF:M02099	3.7836744229972206e-9
TF:M00451	3.8666432459948605e-9
TF:M01712_1	3.891203426949787e-9
TF:M02109_1	4.001171255228556e-9
TF:M01014	4.010920015708164e-9
TF:M07038_1	4.2630264723637585e-9
TF:M00957	4.377664593401631e-9
TF:M01321	4.93657997662425e-9
TF:M04072	4.9473326894445895e-9
TF:M08491	4.994453615490211e-9
TF:M00464	5.005187096999694e-9
TF:M10603_1	5.014738663803272e-9
TF:M10612_1	5.014738663803272e-9
TF:M07269	5.177619861697447e-9
TF:M08203_1	5.245643023762359e-9
TF:M02115_1	5.6472250905553045e-9
TF:M04070	5.651916771167103e-9
TF:M01230	5.9637116021062446e-9
TF:M00747_1	6.063061783672455e-9
TF:M01321_1	6.6173419298555874e-9
TF:M07355_1	6.8987755418571446e-9
TF:M07476	7.000541047751135e-9
TF:M11904	7.3540402746496485e-9
TF:M01337	7.537343695936385e-9
TF:M07457	8.824091000277032e-9
TF:M01232_1	8.830738241955194e-9
TF:M08822	9.441881159832246e-9
TF:M00160	9.447803830862663e-9
TF:M10615_1	9.517567925560633e-9
TF:M04635_1	9.951081648746763e-9
TF:M03841_1	1.0113737428874542e-8
TF:M11133	1.0135648600180101e-8
TF:M07386	1.0554604784694698e-8
TF:M10713	1.1006677870192052e-8
TF:M01479_1	1.1022165789474847e-8
TF:M10713_1	1.1200700906733503e-8
TF:M01694	1.1425616275393305e-8
TF:M09849	1.2633567764977115e-8
TF:M04078_1	1.2800144056815815e-8
TF:M03547	1.4068755920726304e-8
TF:M10739_1	1.5217092310791916e-8
TF:M00098_1	1.5746858818420988e-8
TF:M08018	1.5860322020653983e-8
TF:M01351	1.632442621021067e-8
TF:M10800	1.6633751766956268e-8
TF:M01149_1	1.6980158194510232e-8
TF:M04327	1.786287927541454e-8
TF:M07457_1	1.820637852648843e-8
TF:M04183	1.853755683415539e-8
TF:M07204_1	1.8822787732418223e-8
TF:M11134_1	1.9593729545575995e-8
TF:M07254	2.0280228042883157e-8
TF:M02079_1	2.402436287849949e-8
TF:M11894_1	2.4401499789289393e-8
TF:M03549_1	2.4961003574823966e-8
TF:M08836_1	2.5076350914986243e-8
TF:M08883	2.618538852447122e-8
TF:M03826	2.7355710418606578e-8
TF:M08907_1	2.7759323867919967e-8
TF:M10816	2.848997694455502e-8
TF:M11927_1	3.00938908136783e-8
TF:M01357	3.123212448732922e-8
TF:M10034_1	3.14739091511214e-8
TF:M03803	3.2828419703774694e-8
TF:M12499_1	3.343841568717276e-8
TF:M03872	3.5401646771094976e-8
TF:M00489	3.601667262645825e-8
TF:M11910_1	3.7573041711629865e-8
TF:M00954	3.7638656051619736e-8
TF:M00416	3.7909302888665565e-8
TF:M10541_1	3.939590025071036e-8
TF:M11334_1	4.107728506295312e-8
TF:M08438_1	4.1362188055468486e-8
TF:M12208	4.155175415622854e-8
TF:M12499	4.166206874564379e-8
TF:M04078	4.276647859201019e-8
TF:M04625_1	4.490673336920731e-8
TF:M01665	4.5401449224492734e-8
TF:M03548	4.746084647528139e-8
TF:M00346	4.828060498223404e-8
TF:M07061	5.2391002196630695e-8
TF:M01020_1	5.378042397730265e-8
TF:M04399	6.486564045253463e-8
TF:M03872_1	6.501975564884953e-8
TF:M02026	6.670789162996064e-8
TF:M04063	7.403854029483473e-8
TF:M01869	7.49480592053661e-8
TF:M10750	1.0013383692988634e-7
TF:M01131	1.04392815458605e-7
TF:M11290	1.0492062395491247e-7
TF:M08035	1.0534981039265043e-7
TF:M07257_1	1.0555419715451498e-7
TF:M01408	1.0633172045834609e-7
TF:M11131	1.0657991491289865e-7
TF:M11264	1.0838974109845607e-7
TF:M10712_1	1.2195647419212357e-7
TF:M07038	1.2331257410868815e-7
TF:M08948	1.268171881897796e-7
TF:M03561	1.312279295282154e-7
TF:M09855	1.314694705845238e-7
TF:M01393	1.3151789627237815e-7
TF:M11131_1	1.41104014021647e-7
TF:M04514_1	1.4736408617882646e-7
TF:M02086	1.5041343698833377e-7
TF:M08019	1.523755216805666e-7
TF:M11921	1.669994647752946e-7
TF:M12195	1.683295842423657e-7
TF:M07061_1	1.6918019994700143e-7
TF:M08811	1.7153314838482365e-7
TF:M07035	1.7417213822859374e-7
TF:M04482	1.7577640865603003e-7
TF:M10802	1.820025740978568e-7
TF:M00955	1.8475729312860922e-7
TF:M08405_1	1.9651453976343525e-7
TF:M04349_1	1.9736173945944652e-7
TF:M01362	2.0309603441666143e-7
TF:M01709	2.0544857920563044e-7
TF:M01211	2.0752341078444158e-7
TF:M11046_1	2.177997790649907e-7
TF:M11513	2.1895787762575054e-7
TF:M04610_1	2.2484261127165645e-7
TF:M11847	2.2571438021168495e-7
TF:M07376_1	2.3564227859391202e-7
TF:M10712	2.3644287683718258e-7
TF:M04327_1	2.493929788200504e-7
TF:M00098	2.767253605333519e-7
TF:M00205_1	2.7895845784600504e-7
TF:M11604	2.820862361457735e-7
TF:M11041	2.8805263201800613e-7
TF:M07433	2.9654596164463173e-7
TF:M10745	3.0302619000018114e-7
TF:M10569	3.0302619000018114e-7
TF:M07362	3.0822519069745156e-7
TF:M01452	3.0985429262252214e-7
TF:M04082_1	3.133524813300713e-7
TF:M01449	3.147070956566509e-7
TF:M07309	3.15295495530203e-7
TF:M03564	3.2392558845563204e-7
TF:M08816	3.256240070038052e-7
TF:M01412	3.406845802026197e-7
TF:M10691_1	3.467447639441453e-7
TF:M00133	3.6902421468793e-7
TF:M10070	4.0819672553494895e-7
TF:M04258_1	4.196802919810098e-7
TF:M01235	4.3057562943298065e-7
TF:M09839	4.577823001804492e-7
TF:M10716	4.910401108552018e-7
TF:M09977_1	5.203709065877636e-7
TF:M00293_1	5.459943936552647e-7
TF:M00109	5.532078686630777e-7
TF:M08794_1	5.54600357868443e-7
TF:M12513	5.593305849239561e-7
TF:M04514	5.830627720721045e-7
TF:M00294	6.03661522403473e-7
TF:M11378	6.049827954602402e-7
TF:M04335	6.198364461054353e-7
TF:M01414_1	6.209279132640588e-7
TF:M04625	6.514730477569592e-7
TF:M03823	7.012966298000552e-7
TF:M03854	7.012966298000552e-7
TF:M11132	7.238603843095686e-7
TF:M09726	7.416145368914417e-7
TF:M11604_1	7.498823962740603e-7
TF:M08900	7.535467129283823e-7
TF:M00416_1	8.030614545198359e-7
TF:M08831	8.322993027480643e-7
TF:M04249	8.481634632340776e-7
TF:M08482_1	8.889534953290265e-7
TF:M11039	9.342971009388938e-7
TF:M11515_1	9.380566214324702e-7
TF:M04191	9.718317988914756e-7
TF:M11268_1	9.771553427385038e-7
