ID	P.value
TF:M10147_1	9.836993145699232e-7
TF:M00790	9.843253148668183e-7
TF:M01307	1.0058261837208517e-6
TF:M12586	1.0092305571435484e-6
TF:M08001	1.0521142212789069e-6
TF:M11911	1.05880889352353e-6
TF:M10718	1.0940349532787294e-6
TF:M11514	1.1654504693217598e-6
TF:M00993_1	1.206100483439177e-6
TF:M00974_1	1.2111688002310973e-6
TF:M02085	1.2413885560773736e-6
TF:M07355	1.2709239498104878e-6
TF:M11132_1	1.2737328104640663e-6
TF:M10710_1	1.285935221047121e-6
TF:M07362_1	1.3573940080582676e-6
TF:M11524	1.4908905290011459e-6
TF:M07419_1	1.5293783412615024e-6
TF:M01438	1.5784055008524915e-6
TF:M08378_1	1.6557468896759704e-6
TF:M00240_1	1.6647386133515595e-6
TF:M02017	1.7313173257480712e-6
TF:M12565	1.7403557644492516e-6
TF:M11516	1.7485277559910227e-6
TF:M10761	1.7937129383473568e-6
TF:M05946_1	1.929201648503737e-6
TF:M04279	2.036181707690307e-6
TF:M08719	2.082441207375694e-6
TF:M10685	2.0961977075909476e-6
TF:M01022	2.1113473414616403e-6
TF:M01653	2.1278751317893217e-6
TF:M11623_1	2.1282289555861404e-6
TF:M11799	2.13191195650199e-6
TF:M07269_1	2.138833839632898e-6
TF:M01868	2.1610218714192758e-6
TF:M12625_1	2.291500152310549e-6
TF:M11286_1	2.302766435584017e-6
TF:M04481	2.3420674654584126e-6
TF:M10716_1	2.3626064937567958e-6
TF:M00747	2.4482758669149987e-6
TF:M00921	2.4490353941246443e-6
TF:M04775	2.5405368716344185e-6
TF:M07378	2.5575309856826354e-6
TF:M04485	2.578081209380741e-6
TF:M00096_1	2.5872720600050594e-6
TF:M10816_1	2.596024058007759e-6
TF:M00148	2.6197371577889664e-6
TF:M09777	2.671059372942276e-6
TF:M11633_1	2.8337246652590604e-6
TF:M04681	3.083675702822582e-6
TF:M00124	3.1452019459083723e-6
TF:M04613	3.2073226215504304e-6
TF:M00131	3.282490929482105e-6
TF:M09639	3.2926946546281555e-6
TF:M04317	3.297772530021287e-6
TF:M07406	3.451859726808663e-6
TF:M10036_1	3.52163054187389e-6
TF:M00655_1	3.536035055275512e-6
TF:M10744	3.5406584954131112e-6
TF:M11958	3.5448781540416256e-6
TF:M02050	3.62015932430997e-6
TF:M02219	3.6361548951036637e-6
TF:M01431	3.9616317141931785e-6
TF:M00210_1	4.088979404124241e-6
TF:M00284	4.09239432460277e-6
TF:M07464	4.103976982529691e-6
TF:M08979	4.17146840285814e-6
TF:M01017_1	4.33683126976943e-6
TF:M11611	4.492824094979792e-6
TF:M07301	4.527085621531987e-6
TF:M04328	4.609639260224638e-6
TF:M04321	4.680063778958449e-6
TF:M09945	4.728939246927356e-6
TF:M11911_1	4.852883073587203e-6
TF:M04224	4.862767574708455e-6
TF:M00621	4.896424521108228e-6
TF:M09946	5.103671114069329e-6
TF:M00220	5.1731757761293945e-6
TF:M11623	5.255503015991424e-6
TF:M03804_1	5.382957029253785e-6
TF:M09782	5.51573217040475e-6
TF:M03849	5.688800143797181e-6
TF:M00744_1	5.752515316011618e-6
TF:M00106	6.074140761519038e-6
TF:M04378_1	6.156909537024646e-6
TF:M11985	6.235336491470803e-6
TF:M03825	6.470505324714225e-6
TF:M09819_1	6.575245233635208e-6
TF:M07268_1	6.592995953458267e-6
TF:M00465	6.732579381738117e-6
TF:M00463_1	6.772648003364593e-6
TF:M00729	7.133203068251007e-6
TF:M11037	7.286223577244973e-6
TF:M09763_1	7.469721493719974e-6
TF:M10707_1	7.862143869856794e-6
TF:M07254_1	7.940613747995814e-6
TF:M00769	8.137764299015843e-6
TF:M10600_1	8.31347480838531e-6
TF:M07325	8.335304987804489e-6
TF:M11600	8.538658469945175e-6
TF:M12355	8.57737250087925e-6
TF:M04476_1	8.746848959766534e-6
TF:M12192_1	8.77035233303216e-6
TF:M01011_1	8.821490226023428e-6
TF:M10696	8.919099745488692e-6
TF:M00957_1	8.964355952982314e-6
TF:M02272_1	8.999354385576994e-6
TF:M12192	9.837414604747772e-6
TF:M04450	9.844085794033628e-6
TF:M07079	9.848298421515028e-6
TF:M00135	1.0292477171842572e-5
TF:M01014_1	1.0462968627892937e-5
TF:M04068_1	1.0856609020357932e-5
TF:M09869	1.1177411533070349e-5
TF:M11804	1.1242376181668496e-5
TF:M07136	1.1325941450110184e-5
TF:M00979_1	1.1633135640474957e-5
TF:M01464_1	1.1681936795123349e-5
TF:M10062	1.184486872584365e-5
TF:M10059	1.2150136382657208e-5
TF:M11600_1	1.2241936911713781e-5
TF:M11567_1	1.2407503382614805e-5
TF:M07058_1	1.2504717730447916e-5
TF:M11032	1.2544098604424095e-5
TF:M04340	1.294947491498999e-5
TF:M04077	1.326928516913943e-5
TF:M04354	1.3353621269298394e-5
TF:M00420	1.369230552084113e-5
TF:M00980_1	1.3778780967759174e-5
TF:M12333	1.3796296112060217e-5
TF:M01385	1.3968172851366413e-5
TF:M01373	1.4459019872055233e-5
TF:M11044	1.5204311861860353e-5
TF:M00248	1.5383099184867993e-5
TF:M00291	1.5461287960689575e-5
TF:M11286	1.5866622657608843e-5
TF:M01464	1.6905752956436314e-5
TF:M10941	1.701658019036512e-5
TF:M11897_1	1.7018804537806105e-5
TF:M00954_1	1.714665764506376e-5
TF:M00456	1.7679283302754246e-5
TF:M04279_1	1.853167716080207e-5
TF:M07076	1.8904857116252597e-5
TF:M11284	1.9130757931047833e-5
TF:M09767_1	1.918549612883785e-5
TF:M07298_1	1.974979239553585e-5
TF:M07232_1	2.0455719659348783e-5
TF:M11511	2.0733299355291074e-5
TF:M00974	2.093244730463367e-5
TF:M11300_1	2.1876735272656195e-5
TF:M00456_1	2.2302360666343665e-5
TF:M11611_1	2.3295832294953066e-5
TF:M12352_1	2.341764166286116e-5
TF:M09975	2.4643176872090936e-5
TF:M11892	2.4955967153921942e-5
TF:M11819_1	2.5356531425987382e-5
TF:M09819	2.569527116105664e-5
TF:M02082_1	2.615744452151684e-5
TF:M01594	2.6724610380849092e-5
TF:M00447	2.6770478950175628e-5
TF:M04191_1	2.6782804210364537e-5
TF:M02108	2.6939752513351027e-5
TF:M12633	2.8603575831388418e-5
TF:M10011	2.94816705555187e-5
TF:M11300	3.0367380312747073e-5
TF:M08202_1	3.154342641191302e-5
TF:M11629	3.197674878810054e-5
TF:M10928	3.2522840584828704e-5
TF:M11269	3.269733900290153e-5
TF:M08437	3.365532336182469e-5
TF:M03952_1	3.625651387498187e-5
TF:M00671	3.6682204548986383e-5
TF:M00342	3.69215145318587e-5
TF:M03889	3.699398691886735e-5
TF:M11816	3.7073010158758995e-5
TF:M11023	3.752390368357136e-5
TF:M10717_1	3.767191895446981e-5
TF:M08784	3.771286681672947e-5
TF:M03546	3.79338743481799e-5
TF:M01654	3.79338743481799e-5
TF:M01728	3.794025223365842e-5
TF:M09790	3.815180963137206e-5
TF:M07988	3.889503119167888e-5
TF:M03836	3.8990798509078e-5
TF:M10858_1	4.012917870704889e-5
TF:M01137	4.077041996760882e-5
TF:M11774	4.1383184153947435e-5
TF:M07035_1	4.143163819949089e-5
TF:M07242	4.1517990946891746e-5
TF:M07048_1	4.1802703981225985e-5
TF:M04737	4.219757603078183e-5
TF:M12577	4.360786763828981e-5
TF:M11508	4.500995860878428e-5
TF:M01859	4.575925600931444e-5
TF:M08948_1	4.609961882151035e-5
TF:M10745_1	5.062243438762682e-5
TF:M10569_1	5.062243438762682e-5
TF:M00162_1	5.114225599625755e-5
TF:M04337	5.165015640042439e-5
TF:M04609_1	5.1985905728018815e-5
TF:M11288	5.247828152111577e-5
TF:M08018_1	5.311325027063206e-5
TF:M07386_1	5.3446825799837464e-5
TF:M09977	5.62666283921506e-5
TF:M12571_1	5.7253035904470934e-5
TF:M10721	5.8527150722490604e-5
TF:M10715	5.8527150722490604e-5
TF:M10752	5.8527150722490604e-5
TF:M11202	5.93437853812129e-5
TF:M01029	5.93437853812129e-5
TF:M09953	6.31867049359284e-5
TF:M00148_1	6.460670661626956e-5
TF:M03796	6.649864723184173e-5
TF:M00953	7.105854577893697e-5
TF:M00206	7.288804262638666e-5
TF:M01125	7.575202821118651e-5
TF:M12500	7.706068704647619e-5
TF:M00161_1	8.179436495094648e-5
TF:M11641_1	8.568953701344275e-5
TF:M01229_1	8.632329774240202e-5
TF:M03868_1	8.648718190675163e-5
TF:M10717	8.726194261105824e-5
TF:M00770_1	8.864216792149805e-5
TF:M00109_1	8.881187592742144e-5
TF:M10802_1	9.037157186305151e-5
TF:M00432_1	9.18993807048979e-5
TF:M00133_1	9.238564535878755e-5
TF:M00639	9.438907582446175e-5
TF:M04300	9.461207850095776e-5
TF:M04613_1	9.502231123696193e-5
TF:M08902	9.543295842611047e-5
TF:M12690	9.707918950093142e-5
TF:M03794	9.847434025958795e-5
TF:M02019	9.847434025958795e-5
TF:M04003	1.0084872622835835e-4
TF:M10067	1.0166970580403825e-4
TF:M08772	1.0178372169103225e-4
TF:M08394	1.0413242405626044e-4
TF:M11153	1.0488051623678457e-4
TF:M08793_1	1.0581785265421589e-4
TF:M12614_1	1.0671608942116887e-4
TF:M01362_1	1.0801970106303068e-4
TF:M02028	1.0899884310082811e-4
TF:M11819	1.0981169620288307e-4
TF:M09978	1.1133469362768092e-4
TF:M09950	1.1496977669964606e-4
TF:M10615	1.2128493739583729e-4
TF:M01724	1.222732662419865e-4
TF:M07405	1.245429925237723e-4
TF:M12588	1.2523097320055678e-4
TF:M01452_1	1.285292898533972e-4
TF:M03891	1.2929209301778768e-4
TF:M12617	1.3081083212552834e-4
TF:M11554	1.3323997615672428e-4
TF:M11378_1	1.3482159616946452e-4
TF:M01385_1	1.3668236633722426e-4
TF:M01412_1	1.3747978640024582e-4
TF:M10694	1.431849387256793e-4
TF:M10696_1	1.5018692517186852e-4
TF:M11210	1.613232818280603e-4
TF:M11210_1	1.613232818280603e-4
TF:M07429	1.627194339398986e-4
TF:M11513_1	1.6557571937269694e-4
TF:M01374	1.6793066834827318e-4
TF:M00105	1.6833794412702836e-4
TF:M01013	1.6954315697436528e-4
TF:M08903	1.8249555817163166e-4
TF:M04053_1	1.8567125316031781e-4
TF:M11628	1.8727735293652597e-4
TF:M11522	1.907926120343638e-4
TF:M08902_1	1.9244481222332297e-4
TF:M04447	1.9485933097437537e-4
TF:M10869	1.9485933097437537e-4
TF:M10871	1.9485933097437537e-4
TF:M08786	1.9871428183008597e-4
TF:M10822	2.0194130722754201e-4
TF:M09656	2.0835345686989748e-4
TF:M04442_1	2.1268585058925452e-4
TF:M09669	2.127002615570015e-4
TF:M12583	2.1395834441436518e-4
TF:M10651	2.1539784474053144e-4
TF:M04483	2.280161237936224e-4
TF:M03548_1	2.3185880974817022e-4
TF:M00037	2.3341526743613742e-4
TF:M00128	2.3979354045821136e-4
TF:M02265_1	2.5019731681070795e-4
TF:M11995	2.5259709768495894e-4
TF:M02272	2.540991075142318e-4
TF:M11083	2.6185127355336774e-4
TF:M08726_1	2.6347826265764405e-4
TF:M00999	2.637165436509207e-4
TF:M00195_1	2.6383482271931955e-4
TF:M03795_1	2.650090711135412e-4
TF:M02114	2.6613975551906895e-4
TF:M07056	2.6613975551906895e-4
TF:M07259	2.723187516122172e-4
TF:M10069	2.824818139397113e-4
TF:M04489	2.8706812199366384e-4
TF:M04135	2.887869400798243e-4
TF:M04122	2.887869400798243e-4
TF:M04117	2.887869400798243e-4
TF:M04126	2.887869400798243e-4
TF:M04137	2.887869400798243e-4
TF:M00956	2.8891634569928865e-4
TF:M04633	2.9658163659378645e-4
TF:M01653_1	2.985524888025431e-4
TF:M07341	2.988668362055127e-4
TF:M01479	3.001461191414256e-4
TF:M09996	3.028429385793141e-4
TF:M10091	3.0479893575370917e-4
TF:M11570	3.0582181634423625e-4
TF:M09933	3.0734276399096234e-4
TF:M04051	3.106281665003787e-4
TF:M09872	3.143282762755042e-4
TF:M00655	3.209672584172478e-4
TF:M10673	3.314955968559825e-4
TF:M04446	3.314955968559825e-4
TF:M04299	3.52543351080945e-4
TF:M10800_1	3.5616063149286625e-4
TF:M04351	3.576711582395905e-4
TF:M08961	3.6081428150917154e-4
TF:M09951	3.7451649828537285e-4
TF:M00291_1	3.796018729117592e-4
TF:M12195_1	3.8343649304182543e-4
TF:M00138_1	3.968187981224321e-4
TF:M00347_1	4.022561828814241e-4
TF:M00991_1	4.054042922217739e-4
TF:M12026_1	4.0616463653115773e-4
TF:M04476	4.1907808648504355e-4
TF:M01019_1	4.219643498202639e-4
TF:M02027	4.2790777096478127e-4
TF:M09878	4.4666247253482086e-4
TF:M11654	4.5167722183756047e-4
TF:M04632	4.6142861749820356e-4
TF:M00638	4.6472420197767684e-4
TF:M04320	4.6973800460301825e-4
TF:M10761_1	4.7431068774482786e-4
TF:M01019	4.7474549067836057e-4
TF:M08793	4.75361214609777e-4
TF:M10097	4.754153175349517e-4
TF:M01709_1	4.762729863816804e-4
TF:M00477	4.7823443946202885e-4
TF:M10818	4.831927163819579e-4
TF:M07126	4.8804506817966433e-4
TF:M02082	4.897518010995392e-4
TF:M11940	4.905107438477972e-4
TF:M01665_1	4.952020043287583e-4
TF:M08302	4.978086458379745e-4
TF:M01368	4.984828918761933e-4
TF:M09596_1	4.993537082530702e-4
TF:M11684	5.162140895319147e-4
TF:M00984	5.167962887239602e-4
TF:M11512	5.211740460714497e-4
TF:M04334	5.289253823358444e-4
TF:M12352	5.516132235158606e-4
TF:M11206_1	5.56529881858161e-4
TF:M11206	5.56529881858161e-4
TF:M12558	5.70481418087895e-4
TF:M11034	5.891924971592721e-4
TF:M12024	5.968357224621782e-4
TF:M01196	6.248694425375384e-4
TF:M01431_1	6.286585317323278e-4
TF:M09875_1	6.300808040926737e-4
TF:M00042_1	6.420360845153483e-4
TF:M01408_1	6.883984841036764e-4
TF:M09930_1	6.951302670211014e-4
TF:M04335_1	7.208580227877527e-4
TF:M06203_1	7.340646291031506e-4
TF:M06202_1	7.340646291031506e-4
TF:M08897	7.411784071368911e-4
TF:M11613	7.466236013581782e-4
TF:M04192	7.508758673522666e-4
TF:M10850	7.704119657259434e-4
TF:M07428	7.708669393879221e-4
TF:M10718_1	7.835359380578739e-4
TF:M02219_1	7.84639178686173e-4
TF:M08318_1	8.045102117884836e-4
TF:M10095	8.091901881178106e-4
TF:M11930_1	8.276637155983597e-4
TF:M10657	8.552532709202304e-4
TF:M03848	8.662732135953142e-4
TF:M03837	8.751140509346476e-4
TF:M00993	8.794908605232256e-4
TF:M09589_1	8.836717261362106e-4
TF:M08491_1	8.979922610921891e-4
TF:M12614	9.011877085863137e-4
TF:M08918_1	9.209096121989119e-4
TF:M03997_1	9.209096121989119e-4
TF:M04897_1	9.382715073962732e-4
TF:M12453	9.40044875744128e-4
TF:M00436	9.76740934483472e-4
TF:M01181	9.95209565202994e-4
TF:M08771	0.0010054528960905971
TF:M04450_1	0.0010241433820089184
TF:M07232	0.001034443409557074
TF:M00130	0.0010390657344656186
TF:M11383_1	0.0010494830660690453
TF:M00285	0.0010503153813132846
TF:M12101	0.0010563585990582699
TF:M10062_1	0.0010729380418646917
TF:M08304_1	0.0010801361345619495
TF:M01284	0.001091440232544901
TF:M09919	0.0010916924049254658
TF:M11609	0.0011067262034676444
TF:M09976	0.0011477173676871608
TF:M11640	0.0011495041932015615
TF:M04399_1	0.001160117912427063
TF:M10703	0.0011651221580570587
TF:M10705	0.0011651221580570587
TF:M10705_1	0.0011651221580570587
TF:M10706	0.0011651221580570587
TF:M08792	0.0011706720699842963
TF:M07230	0.0012613811249967664
TF:M01137_1	0.0012625813053166286
TF:M12650	0.0012626251599968039
TF:M03795	0.0012765479833723985
TF:M12580	0.0012877722515984814
TF:M09653	0.0012909086355851816
TF:M01234	0.0012914225646209886
TF:M11816_1	0.0013235305477113696
TF:M04249_1	0.0013694376369959775
TF:M00953_1	0.0013840267259476846
TF:M12571	0.0014136478223805717
TF:M09736_1	0.0014222544114372922
TF:M01131_1	0.0014723946087302259
TF:M10663	0.0014806183039632699
TF:M11775	0.0014933838105178222
TF:M07425_1	0.0014999223510273694
TF:M07213_1	0.0015162799259301907
TF:M10691	0.0015275080780462259
TF:M00809	0.0015408506704184305
TF:M11514_1	0.0016051376253685785
TF:M10600	0.0016310580983225217
TF:M07048	0.001634832576857795
TF:M08794	0.0016477603763493354
TF:M01659	0.0016767409460098925
TF:M12502_1	0.0016949892531779376
TF:M04573	0.0017965075953274333
TF:M03573	0.0018116492557883807
TF:M00294_1	0.0018232526246961507
TF:M04485_1	0.0018896924178944182
TF:M10822_1	0.0019192858825637983
TF:M12674	0.0019281520256049936
TF:M08473	0.0019382027287089768
TF:M07466	0.0019491547900935499
TF:M10587	0.001996719857369728
TF:M09930	0.002024487290860979
TF:M09879	0.0020473883672962965
TF:M04079_1	0.0020801644932052325
TF:M12723	0.002100908528173843
TF:M04281	0.0021269945525287906
TF:M11802	0.002146685403551927
TF:M10019_1	0.0021523512588920964
TF:M11617	0.0021550840349898884
TF:M10096	0.0021855873523559627
TF:M12602	0.0021965931160685278
TF:M01739	0.0022203133142464104
TF:M11122	0.002221270111319466
TF:M07050	0.002274158197778669
TF:M00912_1	0.0022914045955198803
TF:M12595	0.002292082037466775
TF:M01173	0.002301360432704923
TF:M09623	0.0023540114460664633
TF:M11609_1	0.0023730630271194247
TF:M04336_1	0.0023748415246805502
TF:M08772_1	0.002402434752254766
TF:M00729_1	0.002419855493614708
TF:M09776	0.002423282182090299
TF:M02119_1	0.0025420233866495024
TF:M00059	0.002621645003344673
TF:M11024_1	0.0026228117601303814
TF:M00776	0.0026398153540535337
TF:M09825	0.002647629579532583
TF:M10019	0.002682725425177905
TF:M10814	0.0028044151476833497
TF:M01400_1	0.0028604603773906222
TF:M11037_1	0.0029200126741092715
TF:M00147	0.002966054746080629
TF:M10130	0.0029815135621173703
TF:M00972	0.002992973986294387
TF:M01438_1	0.0030771449129533193
TF:M11216	0.003128556768864775
TF:M01743	0.003157072375609222
TF:M12586_1	0.0033090480851783806
TF:M07340	0.003389957760952575
TF:M01022_1	0.0034111515147414694
TF:M11555	0.0034639500682231345
TF:M00070	0.0036653495717241516
TF:M03826_1	0.0037406692887994126
TF:M11566	0.0037860286314655755
TF:M12580_1	0.0037891108095577646
TF:M08838_1	0.0038289056029137923
TF:M11930	0.0038588343912465736
TF:M11949_1	0.003934400349723628
TF:M07345	0.003961580923498267
TF:M04498	0.003964949606734163
TF:M12618	0.003977039459160394
TF:M00065	0.0040603746821767425
TF:M04432	0.004267692909685965
TF:M11885	0.00428774700937017
TF:M11030_1	0.004302688881485105
TF:M00147_1	0.004401886148068668
TF:M01020	0.004416646784713988
TF:M04224_1	0.0046242274894013335
TF:M10853	0.004631596149880097
TF:M01872	0.004653115958988633
TF:M09982	0.004794682908110455
TF:M11686	0.004874643776241382
TF:M01325	0.005070264675918771
TF:M07319	0.005160865124016236
TF:M10733	0.005340944542392176
TF:M10765	0.005340944542392176
TF:M01305_1	0.005349599471705637
TF:M07315	0.005373442578652601
TF:M08241	0.005397305796382562
TF:M00777_1	0.005465886026723922
TF:M10736	0.005512604741904213
TF:M04473	0.005550829728489469
TF:M10097_1	0.0056624966512435855
TF:M00394	0.005677318154787455
TF:M11820	0.005756089514387799
TF:M01151	0.005929556993805937
TF:M01168	0.0059784524405003935
TF:M00473	0.006353041532592955
TF:M11985_1	0.0063955531626623124
TF:M01705	0.00645013324605425
TF:M01712	0.0064593076959135005
TF:M07205	0.006510196078815705
TF:M11952_1	0.006670157347924419
TF:M07456	0.0067838660691883984
TF:M02108_1	0.006865881938042874
TF:M07466_1	0.00687759463253029
TF:M07429_1	0.0068944755616137015
TF:M10113	0.006970270242000448
TF:M01356_1	0.0070695390766231814
TF:M04340_1	0.00707413500725915
TF:M01449_1	0.007120349434777631
TF:M00124_1	0.007146159734575009
TF:M10786_1	0.0072100966803313946
TF:M07341_1	0.007243216442787933
TF:M07308	0.007309529272262056
TF:M11105	0.007570161722345357
TF:M07278	0.007576983422920075
TF:M11638_1	0.0076083270782607015
TF:M04192_1	0.007633103636821036
TF:M04075_1	0.007673124139625587
TF:M10667	0.007687316120274584
TF:M11885_1	0.007737582824562305
TF:M01968	0.007746151733393785
TF:M04238	0.007866017110109336
TF:M01996_1	0.007901527945459843
TF:M01599	0.007965744344570846
TF:M10694_1	0.007984581658281363
TF:M04354_1	0.008064366166815877
TF:M10801	0.008089747306745634
TF:M11567	0.008179291560210317
TF:M00349_1	0.00823513251696775
TF:M00203_1	0.008284241789585884
TF:M11560	0.008460557420990139
TF:M12355_1	0.00859819503494596
TF:M07464_1	0.008697816396212452
TF:M02010	0.00884898636215311
TF:M11638	0.008902293785049227
TF:M00146	0.008909815395461403
TF:M09933_1	0.008921443146936534
TF:M09621	0.008992582813400684
TF:M10052	0.009054016205631954
TF:M03888	0.00909640871528395
TF:M03794_1	0.009132027160455032
TF:M02019_1	0.009132027160455032
TF:M07059	0.009234196210876634
TF:M00790_1	0.009492644399202907
TF:M04481_1	0.009578175345535213
TF:M12208_1	0.00958961382230521
TF:M12040	0.009590674521448647
TF:M12495	0.009609185292128484
TF:M00447_1	0.00968041744584312
TF:M08001_1	0.0099106730859301
TF:M03799	0.010022820876382755
TF:M12039	0.010070112588551998
TF:M11566_1	0.010088091845641817
TF:M03539	0.010654871700227433
TF:M01185	0.010667790989171849
TF:M04237	0.010909622757563542
TF:M09755	0.011161633421169298
TF:M00777	0.011226557522509362
TF:M12502	0.011270876176971202
TF:M01107	0.011390768312492036
TF:M09596	0.011403348141754713
TF:M11025	0.011450115796266869
TF:M11582	0.011493342962982291
TF:M10992	0.011668300857587985
TF:M08816_1	0.011668307859985067
TF:M04332	0.011889283608008432
TF:M12505	0.011949471368337905
TF:M11935_1	0.011980895362172015
TF:M10066	0.01206674763537593
TF:M01082_1	0.012202867447285262
TF:M12075	0.01224395106043418
TF:M10797	0.01229529665208405
TF:M11958_1	0.012509704555568234
TF:M11736	0.012632178917261183
TF:M11030	0.012663492891513842
TF:M08299	0.0132350693860125
TF:M11949	0.013294679934748126
TF:M11133_1	0.013321612154672657
TF:M01888	0.013596131164604673
TF:M01594_1	0.014120722042522548
TF:M09941_1	0.014330934985560203
TF:M09597	0.014496830257662146
TF:M01312	0.014503139236580734
TF:M01207_1	0.01498104234253388
TF:M07252_1	0.01498104234253388
TF:M04145	0.015012108794653164
TF:M01859_1	0.01526992160228573
TF:M04393_1	0.01538251665850958
TF:M11084	0.015441810357619028
TF:M11007	0.015447732205584843
TF:M11007_1	0.015447732205584843
TF:M10998	0.015447732205584843
TF:M11009	0.015447732205584843
TF:M11910	0.015702379356629284
TF:M09936	0.01613200425653351
TF:M01372	0.01648997531222726
TF:M11079	0.01676771532552023
TF:M04183_1	0.016786438483514722
TF:M09902_1	0.016817667220411225
TF:M02085_1	0.01694011350551579
TF:M10924_1	0.016968839765174402
TF:M07390	0.017206429874254556
TF:M00451_1	0.017386703397790186
TF:M09941	0.018552493707483155
TF:M04344	0.018687534564668724
TF:M12021	0.018775215111794023
TF:M12659_1	0.018907396993570018
TF:M12070	0.019056496318824355
TF:M07304	0.019675979859829804
TF:M10812	0.0198617066402495
TF:M11820_1	0.02001159918582298
TF:M08901	0.020033991582018323
TF:M01482	0.02012655594475469
TF:M08774	0.021258146972942805
TF:M04321_1	0.021374450091804505
TF:M12102	0.021467510133515118
TF:M09808	0.021566103004278272
TF:M07090	0.02160535807979147
TF:M04312	0.021610934130331227
TF:M01013_1	0.021801967895712572
TF:M10604	0.021891990897897676
TF:M04303	0.021891990897897676
TF:M10619	0.021891990897897676
TF:M10602	0.021891990897897676
TF:M10620	0.021891990897897676
TF:M10772	0.02202555564543477
TF:M08486_1	0.022044181146017257
TF:M01471_1	0.022207191088999937
TF:M04443	0.022265710525623487
TF:M12611_1	0.02314501570617169
TF:M07435	0.0232646056024461
TF:M08304	0.023391498522719354
TF:M01235_1	0.02343359639377892
TF:M00978	0.023673835520584788
TF:M07278_1	0.023892818579691708
TF:M07124	0.0241109460546728
TF:M10693	0.024186368293289833
TF:M02034_1	0.02490720306472511
TF:M08302_1	0.02498307174547702
TF:M04315	0.02508556502740912
TF:M04281_1	0.025139466896290735
TF:M08941	0.025735712684773045
TF:M04855	0.025929207738007456
TF:M11136_1	0.02602215138419378
TF:M11519	0.02626118310010135
TF:M11023_1	0.02693405252520569
TF:M10685_1	0.02709469405492932
TF:M00731	0.027589364926262107
TF:M01734	0.02768592815267666
TF:M01722	0.027739199466388278
TF:M09804_1	0.0283025566941605
TF:M09804	0.0283025566941605
TF:M11555_1	0.028955528171268258
TF:M10067_1	0.029354318496300994
TF:M11000	0.029861933088015886
TF:M11212_1	0.029904376772507138
TF:M11639	0.030192502061929628
TF:M10838	0.030230827543167665
TF:M11957	0.03035167840307062
TF:M11636	0.030712532306038598
TF:M00762	0.03071692587370993
TF:M01234_1	0.031194754168846317
TF:M10724	0.0318188229891284
TF:M09755_1	0.032128698414128874
TF:M08775_1	0.0321874964088721
TF:M01658_1	0.032270224237402306
TF:M04633_1	0.03267231398377822
TF:M10053	0.034132851032111784
TF:M04069_1	0.03416809677821683
TF:M10679	0.03449942948322545
TF:M01651_1	0.034763268967745446
TF:M07286	0.03504599159367919
TF:M07100	0.035769849015814106
TF:M04341	0.035931787970943346
TF:M07046	0.036429552503119876
TF:M08953	0.0366797030852243
TF:M10926	0.036811716464503846
TF:M08773	0.037887535787695596
TF:M00704_1	0.03794857265161972
TF:M09915_1	0.03838400553041317
TF:M11735	0.03838964140169715
TF:M07230_1	0.039016926090258024
TF:M12207	0.03913603506731694
TF:M10093	0.03938058608750455
TF:M09879_1	0.04005815348581
TF:M09929	0.04057093108113963
TF:M03810	0.04059742336313965
TF:M09737_1	0.04175541355644679
TF:M10882	0.042032651961949274
TF:M10883	0.042032651961949274
TF:M11905	0.04204111660542647
TF:M01655	0.0425285505172873
TF:M03906	0.042574534936490493
TF:M10873	0.04357635044232662
TF:M00066	0.04398045599055535
TF:M11520	0.044095182511516104
TF:M04377_1	0.04514671994123219
TF:M04430	0.045243668755416876
TF:M00764	0.04739242518443265
TF:M01181_1	0.04775325888427144
TF:M09656_1	0.04795742048745659
TF:M09736	0.04869955753883246
TF:M10593_1	0.048709428720950354
TF:M12628	0.0493336211940021
TF:M11388	0.04952305074221082
TF:M10941_1	0.04976726774760355
WP:WP5095	9.448249153731434e-12
WP:WP1545	3.333190903881141e-9
WP:WP4329	1.3264349854497494e-4
WP:WP455	3.5041338954701915e-4
WP:WP2806	7.023092132312293e-4
WP:WP702	7.215524105627589e-4
WP:WP2029	0.0015042324375061718
WP:WP4559	0.0023381474362500782
WP:WP5390	0.0023381474362500782
WP:WP2023	0.009134319477261314
WP:WP5115	0.010346703452016668
WP:WP2249	0.019475014775678364
WP:WP558	0.030001558993814598
