Gene	baseMean	log2FoldChange	lfcSE	pvalue	padj	threshold
ENSG00000236404	53.796232133559634	-0.5927359081110907	0.10424319143810311	2.134537977947862e-9	2.164441726257708e-8	TRUE
ENSG00000147642	347.01521517638366	-0.5939114459290441	0.0957622082827698	1.0256656875986887e-10	1.2812095207996259e-9	TRUE
ENSG00000100095	1190.372546948202	-0.5945158887252395	0.09238421115843774	2.3519714757890898e-11	3.217992921746574e-10	TRUE
ENSG00000178573	24.03550449289522	-0.5953018447100319	0.10780847154976263	5.119878861196063e-9	4.88508307977842e-8	TRUE
ENSG00000229960	1.3858028739603592	-0.5964490276537401	0.25282505754417023	0.0018513133116639813	0.00653696517015336	TRUE
ENSG00000231355	1.4181341520758786	-0.5972135337818072	0.2336207964701525	0.0011769363943873515	0.00434253024896367	TRUE
ENSG00000241269	2.6347321422063987	-0.5972934148274158	0.19372049374368222	2.473507721533439e-4	0.0010541844568718148	TRUE
ENSG00000282988	1.5640150544794602	-0.5977089100622395	0.30328591545501554	0.004450938936079729	0.014362285063740881	TRUE
ENSG00000272468	4.694706751724534	-0.5980199848425555	0.1453966087525163	5.173012748966981e-6	3.022295647674092e-5	TRUE
ENSG00000272944	14.516331800195013	-0.5985662974494648	0.09810759668311063	1.4969823414380446e-10	1.832537458944762e-9	TRUE
ENSG00000240199	1.050467030140038	-0.5986202737398547	0.3283735955434483	0.005583046011700539	0.01756967143547402	TRUE
ENSG00000255690	55.5992339393296	-0.5989071949105397	0.10199450621488952	6.941958399610825e-10	7.613044006743498e-9	TRUE
ENSG00000150593	65.535588743307585	-0.5992641730953894	0.11720315911408921	5.185339134735938e-8	4.2270713536497436e-7	TRUE
ENSG00000170684	13.938458586097452	-0.6003109312588987	0.11175136582120002	1.1856452531813628e-8	1.0715847618886781e-7	TRUE
ENSG00000107562	3.8851149376025056	-0.6013034685884339	0.1579836856252744	1.781524199071223e-5	9.380451189384757e-5	TRUE
ENSG00000232759	6.5637620864079915	-0.6017057957646195	0.15192683699107737	9.958932664092489e-6	5.518541617508227e-5	TRUE
