ID	Gene_ID	P.value
GO:0030140	ENSG00000187714/ENSG00000152056/ENSG00000100280/ENSG00000182287/ENSG00000175416/ENSG00000167461/ENSG00000106367/ENSG00000184840/ENSG00000090487/ENSG00000206418/ENSG00000165240/ENSG00000166747/ENSG00000170348/ENSG00000154146/ENSG00000141367/ENSG00000122705/ENSG00000119844/ENSG00000047932/ENSG00000152291/ENSG00000119396/ENSG00000104490/ENSG00000134262/ENSG00000072958/ENSG00000213983	0.0016668910659529206
GO:0098839	ENSG00000198576/ENSG00000116329/ENSG00000188803/ENSG00000152578/ENSG00000166342/ENSG00000237515/ENSG00000141526/ENSG00000165379/ENSG00000170385/ENSG00000125266/ENSG00000148948/ENSG00000151577/ENSG00000125675/ENSG00000155511/ENSG00000111052/ENSG00000171208/ENSG00000075429/ENSG00000187902/ENSG00000187323/ENSG00000169181/ENSG00000132535/ENSG00000158258/ENSG00000121871/ENSG00000185033/ENSG00000022840/ENSG00000177707/ENSG00000182771/ENSG00000147955/ENSG00000128594/ENSG00000142408/ENSG00000139182/ENSG00000156642/ENSG00000156564/ENSG00000105426/ENSG00000135622/ENSG00000150594/ENSG00000105737/ENSG00000148943/ENSG00000173621/ENSG00000134780/ENSG00000075461/ENSG00000168758/ENSG00000105464/ENSG00000108370/ENSG00000156395/ENSG00000143473/ENSG00000152208/ENSG00000171189/ENSG00000146938/ENSG00000150672/ENSG00000167371/ENSG00000149403/ENSG00000101463/ENSG00000198785/ENSG00000116106	0.001739270759319442
GO:0030118	ENSG00000187714/ENSG00000185760/ENSG00000152056/ENSG00000100280/ENSG00000182287/ENSG00000175416/ENSG00000140022/ENSG00000106367/ENSG00000073921/ENSG00000161203/ENSG00000113282/ENSG00000185009/ENSG00000072134/ENSG00000166747/ENSG00000141367/ENSG00000122705/ENSG00000159082/ENSG00000119844/ENSG00000089818/ENSG00000183020/ENSG00000151466/ENSG00000104490/ENSG00000134262/ENSG00000072958/ENSG00000042753/ENSG00000070718/ENSG00000128298/ENSG00000213983	0.0018030242501490055
GO:0032154	ENSG00000100345/ENSG00000008323/ENSG00000161714/ENSG00000155366/ENSG00000067560/ENSG00000148357/ENSG00000137710/ENSG00000168385/ENSG00000080371/ENSG00000186575/ENSG00000050405/ENSG00000165527/ENSG00000197321/ENSG00000122545/ENSG00000133026/ENSG00000241360/ENSG00000123143/ENSG00000150093/ENSG00000131242/ENSG00000006451/ENSG00000124356/ENSG00000137100/ENSG00000177082/ENSG00000186298/ENSG00000134152/ENSG00000103769/ENSG00000090565/ENSG00000110697/ENSG00000125354/ENSG00000146005/ENSG00000142731	0.0019841774841379855
GO:0005832	ENSG00000150753/ENSG00000166226/ENSG00000115484/ENSG00000156261/ENSG00000146731/ENSG00000135624/ENSG00000120438/ENSG00000163468/ENSG00000132141	0.001989384671090803
GO:0072546	ENSG00000134153/ENSG00000104412/ENSG00000131148/ENSG00000128463/ENSG00000127774/ENSG00000169446/ENSG00000125037/ENSG00000100908/ENSG00000127463	0.001989384671090803
GO:0042641	ENSG00000168334/ENSG00000171992/ENSG00000131435/ENSG00000099204/ENSG00000100345/ENSG00000185340/ENSG00000158352/ENSG00000159840/ENSG00000143632/ENSG00000064666/ENSG00000073712/ENSG00000167460/ENSG00000089159/ENSG00000078114/ENSG00000184640/ENSG00000072110/ENSG00000183386/ENSG00000163110/ENSG00000050405/ENSG00000145012/ENSG00000122545/ENSG00000118680/ENSG00000133026/ENSG00000170248/ENSG00000092054/ENSG00000164877/ENSG00000143549/ENSG00000140406/ENSG00000105357/ENSG00000114166/ENSG00000198752/ENSG00000162458/ENSG00000067606/ENSG00000064042/ENSG00000100592/ENSG00000270765/ENSG00000185483/ENSG00000136068/ENSG00000101335/ENSG00000168309	0.0021294447230733354
GO:0001725	ENSG00000168334/ENSG00000171992/ENSG00000131435/ENSG00000099204/ENSG00000100345/ENSG00000185340/ENSG00000158352/ENSG00000159840/ENSG00000143632/ENSG00000064666/ENSG00000073712/ENSG00000167460/ENSG00000089159/ENSG00000078114/ENSG00000184640/ENSG00000072110/ENSG00000183386/ENSG00000163110/ENSG00000050405/ENSG00000145012/ENSG00000122545/ENSG00000118680/ENSG00000133026/ENSG00000092054/ENSG00000164877/ENSG00000143549/ENSG00000140406/ENSG00000105357/ENSG00000162458/ENSG00000067606/ENSG00000064042/ENSG00000100592/ENSG00000270765/ENSG00000185483/ENSG00000136068/ENSG00000101335/ENSG00000168309	0.002133493377236132
GO:0097517	ENSG00000168334/ENSG00000171992/ENSG00000131435/ENSG00000099204/ENSG00000100345/ENSG00000185340/ENSG00000158352/ENSG00000159840/ENSG00000143632/ENSG00000064666/ENSG00000073712/ENSG00000167460/ENSG00000089159/ENSG00000078114/ENSG00000184640/ENSG00000072110/ENSG00000183386/ENSG00000163110/ENSG00000050405/ENSG00000145012/ENSG00000122545/ENSG00000118680/ENSG00000133026/ENSG00000092054/ENSG00000164877/ENSG00000143549/ENSG00000140406/ENSG00000105357/ENSG00000162458/ENSG00000067606/ENSG00000064042/ENSG00000100592/ENSG00000270765/ENSG00000185483/ENSG00000136068/ENSG00000101335/ENSG00000168309	0.002133493377236132
GO:0005750	ENSG00000169021/ENSG00000164405/ENSG00000156467/ENSG00000179091/ENSG00000010256/ENSG00000173660/ENSG00000140740/ENSG00000127540/ENSG00000074582/ENSG00000184076	0.0024497916102801634
GO:0031074	ENSG00000132382/ENSG00000182481/ENSG00000108424/ENSG00000025800/ENSG00000186432/ENSG00000114030/ENSG00000132341/ENSG00000102753/ENSG00000124571/ENSG00000196911	0.0024497916102801634
GO:0045275	ENSG00000169021/ENSG00000164405/ENSG00000156467/ENSG00000179091/ENSG00000010256/ENSG00000173660/ENSG00000140740/ENSG00000127540/ENSG00000074582/ENSG00000184076	0.0024497916102801634
GO:0000177	ENSG00000107371/ENSG00000138035/ENSG00000100226/ENSG00000123737/ENSG00000156502/ENSG00000077348/ENSG00000171311/ENSG00000083520/ENSG00000130713/ENSG00000178896/ENSG00000223496	0.002753628516842427
GO:0032591	ENSG00000188803/ENSG00000237515/ENSG00000181418/ENSG00000070961/ENSG00000155511/ENSG00000234965/ENSG00000187902/ENSG00000131398/ENSG00000108819/ENSG00000134780/ENSG00000196689	0.002753628516842427
GO:0032838	ENSG00000198576/ENSG00000173805/ENSG00000124721/ENSG00000173093/ENSG00000112038/ENSG00000166342/ENSG00000175866/ENSG00000085978/ENSG00000277586/ENSG00000163001/ENSG00000163093/ENSG00000139826/ENSG00000114446/ENSG00000113966/ENSG00000198836/ENSG00000154479/ENSG00000184640/ENSG00000118965/ENSG00000168385/ENSG00000080371/ENSG00000177879/ENSG00000127022/ENSG00000143156/ENSG00000170759/ENSG00000132535/ENSG00000100997/ENSG00000100722/ENSG00000166579/ENSG00000119661/ENSG00000163879/ENSG00000102103/ENSG00000118997/ENSG00000197548/ENSG00000072803/ENSG00000185009/ENSG00000007174/ENSG00000154429/ENSG00000007168/ENSG00000131966/ENSG00000186094/ENSG00000108946/ENSG00000138686/ENSG00000196072/ENSG00000230989/ENSG00000102081/ENSG00000122545/ENSG00000072062/ENSG00000102401/ENSG00000186222/ENSG00000124214/ENSG00000197451/ENSG00000114302/ENSG00000153187/ENSG00000124198/ENSG00000065000/ENSG00000078142/ENSG00000176101/ENSG00000163075/ENSG00000187240/ENSG00000132589/ENSG00000070761/ENSG00000204104/ENSG00000100644/ENSG00000129250/ENSG00000103723/ENSG00000103021/ENSG00000140941/ENSG00000065559/ENSG00000057663/ENSG00000196455/ENSG00000075945/ENSG00000179532/ENSG00000158023/ENSG00000040341/ENSG00000103494/ENSG00000130294/ENSG00000157823/ENSG00000213123/ENSG00000144451/ENSG00000142168/ENSG00000047579/ENSG00000138036/ENSG00000152332/ENSG00000185129/ENSG00000143951/ENSG00000008086/ENSG00000100401/ENSG00000143553/ENSG00000182606/ENSG00000135441/ENSG00000130643/ENSG00000112290/ENSG00000143862/ENSG00000155980/ENSG00000104833/ENSG00000187535/ENSG00000070718/ENSG00000138002/ENSG00000117245/ENSG00000121905/ENSG00000150672/ENSG00000141013/ENSG00000130787/ENSG00000117724/ENSG00000157330/ENSG00000039139/ENSG00000092850/ENSG00000163576/ENSG00000090889/ENSG00000147642	0.002769813531528399
GO:0000178	ENSG00000107371/ENSG00000138035/ENSG00000100226/ENSG00000123737/ENSG00000156502/ENSG00000077348/ENSG00000171311/ENSG00000083520/ENSG00000130713/ENSG00000178896/ENSG00000197223/ENSG00000135698/ENSG00000223496	0.0029981106235220443
GO:0030008	ENSG00000113597/ENSG00000167632/ENSG00000146826/ENSG00000153339/ENSG00000196655/ENSG00000181029/ENSG00000182400/ENSG00000256060/ENSG00000167515/ENSG00000160218/ENSG00000168538/ENSG00000196459/ENSG00000170043	0.0029981106235220443
GO:0030130	ENSG00000187714/ENSG00000152056/ENSG00000100280/ENSG00000182287/ENSG00000175416/ENSG00000106367/ENSG00000166747/ENSG00000141367/ENSG00000122705/ENSG00000119844/ENSG00000104490/ENSG00000072958/ENSG00000213983	0.0029981106235220443
GO:0005811	ENSG00000100341/ENSG00000105974/ENSG00000121039/ENSG00000105355/ENSG00000230667/ENSG00000185825/ENSG00000184216/ENSG00000127314/ENSG00000119335/ENSG00000176387/ENSG00000110721/ENSG00000167676/ENSG00000143653/ENSG00000187288/ENSG00000011198/ENSG00000068366/ENSG00000075785/ENSG00000100243/ENSG00000115307/ENSG00000113194/ENSG00000108639/ENSG00000173821/ENSG00000123983/ENSG00000177666/ENSG00000168000/ENSG00000166575/ENSG00000086827/ENSG00000177576/ENSG00000108774/ENSG00000147955/ENSG00000136026/ENSG00000165280/ENSG00000115839/ENSG00000099246/ENSG00000166311/ENSG00000111640/ENSG00000175826/ENSG00000130703/ENSG00000160285/ENSG00000110107/ENSG00000006757/ENSG00000184787/ENSG00000112367/ENSG00000147383/ENSG00000241878/ENSG00000110697/ENSG00000105499/ENSG00000110047/ENSG00000042286/ENSG00000134321/ENSG00000123689/ENSG00000084674	0.003054166404950185
GO:0005604	ENSG00000054179/ENSG00000102265/ENSG00000137251/ENSG00000154734/ENSG00000058085/ENSG00000144810/ENSG00000116962/ENSG00000184349/ENSG00000171812/ENSG00000100234/ENSG00000087085/ENSG00000134871/ENSG00000187498/ENSG00000135862/ENSG00000188730/ENSG00000159166/ENSG00000177697/ENSG00000138759/ENSG00000188153/ENSG00000091136/ENSG00000164620/ENSG00000183090/ENSG00000147044/ENSG00000142798/ENSG00000172638/ENSG00000081052/ENSG00000132386/ENSG00000101680/ENSG00000172037/ENSG00000130702/ENSG00000130635/ENSG00000113296/ENSG00000206561/ENSG00000164946/ENSG00000074527/ENSG00000186340/ENSG00000196878/ENSG00000198732/ENSG00000204291/ENSG00000053747/ENSG00000091986/ENSG00000150893	0.0030968729993781255
GO:0090734	ENSG00000163466/ENSG00000134758/ENSG00000166266/ENSG00000152422/ENSG00000160789/ENSG00000188486/ENSG00000115091/ENSG00000111229/ENSG00000131778/ENSG00000253251/ENSG00000138071/ENSG00000153147/ENSG00000056050/ENSG00000139579/ENSG00000162704/ENSG00000241553/ENSG00000082068/ENSG00000127311/ENSG00000163029/ENSG00000101347/ENSG00000079246/ENSG00000070950/ENSG00000241685/ENSG00000178951/ENSG00000080345/ENSG00000173559/ENSG00000116670/ENSG00000148362/ENSG00000198887/ENSG00000136273/ENSG00000094916/ENSG00000104320/ENSG00000143799/ENSG00000136504/ENSG00000168005/ENSG00000014123/ENSG00000106399/ENSG00000165280/ENSG00000011007/ENSG00000168411/ENSG00000187531/ENSG00000167986/ENSG00000110107/ENSG00000163961/ENSG00000163104/ENSG00000111642/ENSG00000129484/ENSG00000081177/ENSG00000122565/ENSG00000122376/ENSG00000143624/ENSG00000116863/ENSG00000111602/ENSG00000010295	0.003153432424454859
GO:0000791	ENSG00000188375/ENSG00000177606/ENSG00000107371/ENSG00000136826/ENSG00000099954/ENSG00000160208/ENSG00000140395/ENSG00000183207/ENSG00000173894/ENSG00000077348/ENSG00000185122/ENSG00000253368/ENSG00000112592/ENSG00000096717/ENSG00000100644/ENSG00000178896/ENSG00000122779/ENSG00000144161/ENSG00000121481/ENSG00000072364/ENSG00000129691/ENSG00000164151/ENSG00000147274/ENSG00000100601/ENSG00000164985/ENSG00000168137/ENSG00000164032/ENSG00000122565/ENSG00000130726/ENSG00000168036/ENSG00000189060/ENSG00000115738	0.00361703612643964
GO:0099023	ENSG00000170011/ENSG00000138190/ENSG00000133103/ENSG00000164597/ENSG00000070367/ENSG00000113597/ENSG00000151779/ENSG00000167632/ENSG00000146826/ENSG00000135249/ENSG00000153339/ENSG00000196655/ENSG00000086827/ENSG00000182473/ENSG00000181029/ENSG00000182400/ENSG00000116903/ENSG00000139719/ENSG00000112685/ENSG00000136152/ENSG00000143952/ENSG00000256060/ENSG00000070831/ENSG00000167515/ENSG00000166685/ENSG00000160218/ENSG00000141252/ENSG00000168538/ENSG00000104142/ENSG00000196459/ENSG00000170043/ENSG00000135966/ENSG00000215305/ENSG00000149823/ENSG00000179044	0.0036261035648166044
GO:0016605	ENSG00000102034/ENSG00000109819/ENSG00000172183/ENSG00000171862/ENSG00000147174/ENSG00000187555/ENSG00000078804/ENSG00000127870/ENSG00000078043/ENSG00000099875/ENSG00000146147/ENSG00000139687/ENSG00000064393/ENSG00000133794/ENSG00000161011/ENSG00000179583/ENSG00000116288/ENSG00000110422/ENSG00000063978/ENSG00000163029/ENSG00000185122/ENSG00000102921/ENSG00000171206/ENSG00000197579/ENSG00000125952/ENSG00000116030/ENSG00000096717/ENSG00000198887/ENSG00000121741/ENSG00000163781/ENSG00000094916/ENSG00000104320/ENSG00000160460/ENSG00000131931/ENSG00000163904/ENSG00000204209/ENSG00000156831/ENSG00000168411/ENSG00000184900/ENSG00000103275/ENSG00000172845/ENSG00000011243/ENSG00000129197/ENSG00000076321/ENSG00000188612/ENSG00000139372/ENSG00000198793/ENSG00000111802/ENSG00000100084/ENSG00000167657/ENSG00000104408/ENSG00000140464/ENSG00000183765/ENSG00000159208/ENSG00000221926/ENSG00000164938/ENSG00000278023	0.003668150670318177
GO:0032432	ENSG00000168334/ENSG00000171992/ENSG00000131435/ENSG00000099204/ENSG00000100345/ENSG00000185340/ENSG00000158352/ENSG00000159840/ENSG00000143632/ENSG00000064666/ENSG00000073712/ENSG00000196924/ENSG00000167460/ENSG00000089159/ENSG00000183688/ENSG00000078114/ENSG00000184640/ENSG00000072110/ENSG00000183386/ENSG00000163110/ENSG00000050405/ENSG00000145012/ENSG00000122545/ENSG00000118680/ENSG00000133026/ENSG00000092054/ENSG00000164877/ENSG00000143549/ENSG00000140406/ENSG00000105357/ENSG00000162458/ENSG00000067606/ENSG00000178882/ENSG00000064042/ENSG00000100592/ENSG00000270765/ENSG00000185483/ENSG00000136068/ENSG00000101335/ENSG00000168309	0.003836106746347089
GO:0005905	ENSG00000187714/ENSG00000077044/ENSG00000176170/ENSG00000130164/ENSG00000152056/ENSG00000155897/ENSG00000130340/ENSG00000130147/ENSG00000182287/ENSG00000175416/ENSG00000107611/ENSG00000140022/ENSG00000196586/ENSG00000106367/ENSG00000144381/ENSG00000073921/ENSG00000135597/ENSG00000161203/ENSG00000115977/ENSG00000205726/ENSG00000166747/ENSG00000141367/ENSG00000072274/ENSG00000087470/ENSG00000122705/ENSG00000133961/ENSG00000159082/ENSG00000122126/ENSG00000089818/ENSG00000079805/ENSG00000183020/ENSG00000187239/ENSG00000065609/ENSG00000085733/ENSG00000204217/ENSG00000042753/ENSG00000111737/ENSG00000157107/ENSG00000130787/ENSG00000081479/ENSG00000130475/ENSG00000147852	0.004080933142212745
GO:0000152	ENSG00000180628/ENSG00000141582/ENSG00000156374/ENSG00000168283/ENSG00000108106/ENSG00000183741/ENSG00000130177/ENSG00000053900/ENSG00000164162/ENSG00000173894/ENSG00000153107/ENSG00000185515/ENSG00000141552/ENSG00000196510/ENSG00000004897/ENSG00000173889/ENSG00000094880/ENSG00000204227/ENSG00000158019/ENSG00000176386/ENSG00000105325/ENSG00000121481/ENSG00000166295/ENSG00000089053/ENSG00000110200/ENSG00000129055/ENSG00000134686	0.004313911348763227
GO:0043195	ENSG00000180176/ENSG00000187714/ENSG00000101188/ENSG00000273749/ENSG00000213578/ENSG00000168993/ENSG00000104327/ENSG00000166006/ENSG00000050438/ENSG00000165646/ENSG00000145920/ENSG00000144566/ENSG00000148053/ENSG00000102003/ENSG00000137766/ENSG00000109971/ENSG00000115977/ENSG00000130477/ENSG00000065000/ENSG00000159082/ENSG00000171867/ENSG00000163485/ENSG00000105737/ENSG00000176884/ENSG00000105649/ENSG00000135596/ENSG00000172137	0.004313911348763227
GO:0070069	ENSG00000168275/ENSG00000131174/ENSG00000169021/ENSG00000164405/ENSG00000135940/ENSG00000178741/ENSG00000112695/ENSG00000156467/ENSG00000006695/ENSG00000179091/ENSG00000176340/ENSG00000189043/ENSG00000010256/ENSG00000164919/ENSG00000127184/ENSG00000126267/ENSG00000173660/ENSG00000140740/ENSG00000111775/ENSG00000127540/ENSG00000074582/ENSG00000184076/ENSG00000131143	0.0043778166219772836
GO:0019005	ENSG00000171621/ENSG00000156804/ENSG00000100225/ENSG00000109670/ENSG00000166266/ENSG00000147364/ENSG00000055130/ENSG00000108094/ENSG00000116161/ENSG00000108306/ENSG00000072803/ENSG00000165355/ENSG00000107829/ENSG00000166167/ENSG00000174013/ENSG00000161040/ENSG00000103264/ENSG00000110429/ENSG00000118564/ENSG00000134452/ENSG00000100387/ENSG00000141665/ENSG00000159069/ENSG00000162063/ENSG00000127452/ENSG00000005812/ENSG00000112146/ENSG00000145743/ENSG00000113558/ENSG00000163444/ENSG00000037637/ENSG00000170242/ENSG00000175093	0.004492955614731106
GO:0071014	ENSG00000117614/ENSG00000005436/ENSG00000160799/ENSG00000095485/ENSG00000104957/ENSG00000101343/ENSG00000240682/ENSG00000100109	0.004720759602761521
GO:0097542	ENSG00000166813/ENSG00000114446/ENSG00000088986/ENSG00000032742/ENSG00000083799/ENSG00000118965/ENSG00000264364/ENSG00000100360/ENSG00000187240/ENSG00000128581/ENSG00000204104/ENSG00000119650/ENSG00000107882/ENSG00000075945/ENSG00000101052/ENSG00000105948/ENSG00000081870/ENSG00000138036/ENSG00000123607/ENSG00000008086/ENSG00000125971/ENSG00000187535/ENSG00000138002/ENSG00000112144/ENSG00000140474/ENSG00000128602	0.004783484369886868
GO:0000407	ENSG00000085978/ENSG00000123395/ENSG00000062716/ENSG00000106052/ENSG00000196821/ENSG00000161011/ENSG00000023287/ENSG00000075785/ENSG00000197548/ENSG00000198925/ENSG00000145782/ENSG00000078142/ENSG00000148158/ENSG00000057663/ENSG00000126581/ENSG00000141580/ENSG00000125149/ENSG00000117758/ENSG00000168010/ENSG00000177169/ENSG00000140474/ENSG00000162627	0.0048197021321965145
GO:1902493	ENSG00000075624/ENSG00000091140/ENSG00000173418/ENSG00000115350/ENSG00000120533/ENSG00000164134/ENSG00000102221/ENSG00000139977/ENSG00000111300/ENSG00000166337/ENSG00000129292/ENSG00000183207/ENSG00000064313/ENSG00000168395/ENSG00000101189/ENSG00000136518/ENSG00000123562/ENSG00000273841/ENSG00000163875/ENSG00000196363/ENSG00000120656/ENSG00000121579/ENSG00000187325/ENSG00000135801/ENSG00000169976/ENSG00000175792/ENSG00000147162/ENSG00000139620/ENSG00000156983/ENSG00000102030/ENSG00000136504/ENSG00000005302/ENSG00000114166/ENSG00000148835/ENSG00000189091/ENSG00000196284/ENSG00000135341/ENSG00000185787/ENSG00000151332/ENSG00000171148/ENSG00000174579/ENSG00000119760/ENSG00000135040/ENSG00000117505/ENSG00000178913/ENSG00000103510/ENSG00000188895/ENSG00000173011/ENSG00000172977/ENSG00000156650/ENSG00000111653/ENSG00000144445	0.004899569695565936
GO:0000421	ENSG00000102445/ENSG00000085978/ENSG00000062716/ENSG00000101460/ENSG00000118705/ENSG00000023287/ENSG00000075785/ENSG00000100926/ENSG00000254505/ENSG00000097033/ENSG00000034713/ENSG00000140941/ENSG00000130724/ENSG00000159363/ENSG00000086065/ENSG00000099940/ENSG00000255112/ENSG00000131165/ENSG00000197217/ENSG00000185896/ENSG00000115561/ENSG00000139112/ENSG00000083937/ENSG00000101421/ENSG00000176108/ENSG00000168010/ENSG00000167716/ENSG00000164841/ENSG00000184304	0.004973249239296916
GO:0033177	ENSG00000185344/ENSG00000154518/ENSG00000159199/ENSG00000125375/ENSG00000117410/ENSG00000241468/ENSG00000167863/ENSG00000116459/ENSG00000169020/ENSG00000033627/ENSG00000241837/ENSG00000154723/ENSG00000167283/ENSG00000185883/ENSG00000159720/ENSG00000219200	0.004991468156378398
GO:0000176	ENSG00000107371/ENSG00000123737/ENSG00000077348/ENSG00000171311/ENSG00000083520/ENSG00000130713/ENSG00000178896/ENSG00000197223/ENSG00000223496	0.00548324914936552
GO:0034663	ENSG00000090520/ENSG00000128228/ENSG00000166598/ENSG00000143870/ENSG00000044574/ENSG00000166794/ENSG00000149428/ENSG00000077232/ENSG00000185624	0.00548324914936552
GO:0060198	ENSG00000187714/ENSG00000136750/ENSG00000101438/ENSG00000165646/ENSG00000109971/ENSG00000220205/ENSG00000067715/ENSG00000101152/ENSG00000105649	0.00548324914936552
GO:0140268	ENSG00000117868/ENSG00000172375/ENSG00000211456/ENSG00000213533/ENSG00000089351/ENSG00000133872/ENSG00000021762/ENSG00000023171/ENSG00000158220	0.00548324914936552
GO:1904930	ENSG00000254505/ENSG00000130724/ENSG00000086065/ENSG00000255112/ENSG00000131165/ENSG00000115561/ENSG00000083937/ENSG00000101421/ENSG00000176108	0.00548324914936552
GO:1902911	ENSG00000124762/ENSG00000197442/ENSG00000163513/ENSG00000115170/ENSG00000067177/ENSG00000163558/ENSG00000152669/ENSG00000169047/ENSG00000124171/ENSG00000123395/ENSG00000162409/ENSG00000145736/ENSG00000107949/ENSG00000163545/ENSG00000196419/ENSG00000006634/ENSG00000196730/ENSG00000134480/ENSG00000112237/ENSG00000163512/ENSG00000131323/ENSG00000070770/ENSG00000105219/ENSG00000112576/ENSG00000107443/ENSG00000023287/ENSG00000183735/ENSG00000108946/ENSG00000132356/ENSG00000079246/ENSG00000072062/ENSG00000171450/ENSG00000108100/ENSG00000163491/ENSG00000135932/ENSG00000110768/ENSG00000114302/ENSG00000253729/ENSG00000204435/ENSG00000183474/ENSG00000065883/ENSG00000132646/ENSG00000111358/ENSG00000020426/ENSG00000134058/ENSG00000129315/ENSG00000101266/ENSG00000135446/ENSG00000090061/ENSG00000142875/ENSG00000044446/ENSG00000155229/ENSG00000162063/ENSG00000213341/ENSG00000163660/ENSG00000104884/ENSG00000121989/ENSG00000102981/ENSG00000156873/ENSG00000082146/ENSG00000167258/ENSG00000129355/ENSG00000102225/ENSG00000163161/ENSG00000188191/ENSG00000115649/ENSG00000067606/ENSG00000074590/ENSG00000145386/ENSG00000114739/ENSG00000177169/ENSG00000135083/ENSG00000176749/ENSG00000178093/ENSG00000138764	0.005539704203573941
GO:0101002	ENSG00000096696/ENSG00000196352/ENSG00000241839/ENSG00000131981/ENSG00000142185/ENSG00000148180/ENSG00000198053/ENSG00000163754/ENSG00000160883/ENSG00000149925/ENSG00000197170/ENSG00000176407/ENSG00000164733/ENSG00000160213/ENSG00000067560/ENSG00000067225/ENSG00000131504/ENSG00000088986/ENSG00000196419/ENSG00000165916/ENSG00000156261/ENSG00000108424/ENSG00000163636/ENSG00000115233/ENSG00000161057/ENSG00000169299/ENSG00000113273/ENSG00000136930/ENSG00000106588/ENSG00000129083/ENSG00000173110/ENSG00000171314/ENSG00000080824/ENSG00000109971/ENSG00000144635/ENSG00000143106/ENSG00000215301/ENSG00000198805/ENSG00000175166/ENSG00000103035/ENSG00000171236/ENSG00000008018/ENSG00000138071/ENSG00000001561/ENSG00000111530/ENSG00000143621/ENSG00000162704/ENSG00000196262/ENSG00000243678/ENSG00000108671/ENSG00000197548/ENSG00000119801/ENSG00000136279/ENSG00000123131/ENSG00000096384/ENSG00000131966/ENSG00000108344/ENSG00000121410/ENSG00000033627/ENSG00000084207/ENSG00000023697/ENSG00000100030/ENSG00000185627/ENSG00000079739/ENSG00000059804/ENSG00000146425/ENSG00000135932/ENSG00000204435/ENSG00000106348/ENSG00000065883/ENSG00000105220/ENSG00000165280/ENSG00000136238/ENSG00000240972/ENSG00000164062/ENSG00000185883/ENSG00000124570/ENSG00000109107/ENSG00000183020/ENSG00000137509/ENSG00000167996/ENSG00000134996/ENSG00000101439/ENSG00000168092/ENSG00000185896/ENSG00000035403/ENSG00000084072/ENSG00000178035/ENSG00000162688/ENSG00000103544/ENSG00000169919/ENSG00000140319/ENSG00000143862/ENSG00000110442/ENSG00000103187/ENSG00000115073/ENSG00000035862/ENSG00000173801/ENSG00000156508/ENSG00000167658	0.005659078468589002
GO:1905354	ENSG00000107371/ENSG00000138035/ENSG00000100226/ENSG00000123737/ENSG00000156502/ENSG00000077348/ENSG00000171311/ENSG00000083520/ENSG00000130713/ENSG00000178896/ENSG00000197223/ENSG00000135698/ENSG00000223496	0.00583876222792307
GO:0005677	ENSG00000140320/ENSG00000100811/ENSG00000139687/ENSG00000153147/ENSG00000178691/ENSG00000096717/ENSG00000132275/ENSG00000122565/ENSG00000068903/ENSG00000185513	0.005888990944671979
GO:0005845	ENSG00000273749/ENSG00000123908/ENSG00000169612/ENSG00000136937/ENSG00000151247/ENSG00000102081/ENSG00000135930/ENSG00000101654/ENSG00000114503/ENSG00000175766	0.005888990944671979
GO:0042583	ENSG00000143858/ENSG00000120885/ENSG00000075142/ENSG00000135047/ENSG00000100604/ENSG00000008283/ENSG00000138279/ENSG00000067715/ENSG00000101152/ENSG00000124406	0.005888990944671979
GO:0045263	ENSG00000154518/ENSG00000159199/ENSG00000125375/ENSG00000241468/ENSG00000167863/ENSG00000116459/ENSG00000169020/ENSG00000241837/ENSG00000154723/ENSG00000167283	0.005888990944671979
GO:0071006	ENSG00000141543/ENSG00000265241/ENSG00000111196/ENSG00000163510/ENSG00000110107/ENSG00000086589/ENSG00000174231/ENSG00000240682/ENSG00000105248/ENSG00000273559	0.005888990944671979
GO:0071012	ENSG00000141543/ENSG00000265241/ENSG00000111196/ENSG00000163510/ENSG00000110107/ENSG00000086589/ENSG00000174231/ENSG00000240682/ENSG00000105248/ENSG00000273559	0.005888990944671979
GO:0008180	ENSG00000141030/ENSG00000138663/ENSG00000121022/ENSG00000172428/ENSG00000198612/ENSG00000111652/ENSG00000168090/ENSG00000166200/ENSG00000144524/ENSG00000124181/ENSG00000213658/ENSG00000155926	0.005998503215135734
