ID	Gene_ID	P.value
GO:0005686	ENSG00000131876/ENSG00000143977/ENSG00000139343/ENSG00000125835/ENSG00000167088/ENSG00000115128/ENSG00000100410/ENSG00000128739/ENSG00000100028/ENSG00000183431/ENSG00000143368/ENSG00000125870/ENSG00000182004/ENSG00000145833/ENSG00000169976/ENSG00000125743/ENSG00000189091/ENSG00000134597/ENSG00000115524/ENSG00000087365/ENSG00000137656/ENSG00000102241/ENSG00000104897	1.0393448356967936e-7
GO:0005746	ENSG00000184983/ENSG00000117118/ENSG00000204370/ENSG00000131174/ENSG00000023228/ENSG00000184752/ENSG00000119013/ENSG00000183648/ENSG00000166136/ENSG00000169021/ENSG00000137806/ENSG00000101084/ENSG00000164405/ENSG00000090266/ENSG00000145494/ENSG00000165264/ENSG00000004779/ENSG00000139180/ENSG00000109390/ENSG00000168653/ENSG00000135940/ENSG00000186010/ENSG00000151366/ENSG00000147684/ENSG00000178741/ENSG00000267855/ENSG00000112695/ENSG00000164258/ENSG00000178127/ENSG00000156467/ENSG00000179091/ENSG00000176340/ENSG00000174886/ENSG00000125356/ENSG00000189043/ENSG00000010256/ENSG00000164919/ENSG00000136521/ENSG00000110717/ENSG00000160194/ENSG00000127184/ENSG00000128609/ENSG00000126267/ENSG00000213619/ENSG00000173660/ENSG00000143252/ENSG00000131495/ENSG00000170906/ENSG00000119421/ENSG00000140740/ENSG00000111775/ENSG00000130414/ENSG00000127540/ENSG00000065518/ENSG00000167792/ENSG00000073578/ENSG00000074582/ENSG00000184076/ENSG00000131143/ENSG00000099795/ENSG00000147123/ENSG00000140990/ENSG00000198695/ENSG00000148290/ENSG00000158864	1.1433625337778015e-7
GO:0043197	ENSG00000137825/ENSG00000198576/ENSG00000116329/ENSG00000101188/ENSG00000173805/ENSG00000149295/ENSG00000188803/ENSG00000064300/ENSG00000152578/ENSG00000171992/ENSG00000112038/ENSG00000237515/ENSG00000175866/ENSG00000131435/ENSG00000152413/ENSG00000273749/ENSG00000108684/ENSG00000184845/ENSG00000104327/ENSG00000120899/ENSG00000125675/ENSG00000181418/ENSG00000070961/ENSG00000135905/ENSG00000171862/ENSG00000155511/ENSG00000123700/ENSG00000061337/ENSG00000234965/ENSG00000181790/ENSG00000197555/ENSG00000187902/ENSG00000067560/ENSG00000159842/ENSG00000138443/ENSG00000172531/ENSG00000168374/ENSG00000139220/ENSG00000167461/ENSG00000115540/ENSG00000148053/ENSG00000182255/ENSG00000131398/ENSG00000127022/ENSG00000132535/ENSG00000072110/ENSG00000077522/ENSG00000115808/ENSG00000169760/ENSG00000183023/ENSG00000087053/ENSG00000161681/ENSG00000153317/ENSG00000103496/ENSG00000129245/ENSG00000102081/ENSG00000003393/ENSG00000072062/ENSG00000154146/ENSG00000138592/ENSG00000124198/ENSG00000159217/ENSG00000150093/ENSG00000152767/ENSG00000107404/ENSG00000128594/ENSG00000136238/ENSG00000185046/ENSG00000132002/ENSG00000087250/ENSG00000070831/ENSG00000085733/ENSG00000132718/ENSG00000138814/ENSG00000108819/ENSG00000186298/ENSG00000170921/ENSG00000163485/ENSG00000047579/ENSG00000006740/ENSG00000251322/ENSG00000119878/ENSG00000176884/ENSG00000134780/ENSG00000186716/ENSG00000204681/ENSG00000034053/ENSG00000198561/ENSG00000088899/ENSG00000100678/ENSG00000150625/ENSG00000103319/ENSG00000197959/ENSG00000152208/ENSG00000121905/ENSG00000196689/ENSG00000130787/ENSG00000167371/ENSG00000176749/ENSG00000077063/ENSG00000070808/ENSG00000101463/ENSG00000089250/ENSG00000116106	1.3128111819659513e-7
GO:0044309	ENSG00000137825/ENSG00000198576/ENSG00000116329/ENSG00000101188/ENSG00000173805/ENSG00000149295/ENSG00000188803/ENSG00000064300/ENSG00000152578/ENSG00000171992/ENSG00000112038/ENSG00000237515/ENSG00000175866/ENSG00000131435/ENSG00000152413/ENSG00000273749/ENSG00000108684/ENSG00000184845/ENSG00000104327/ENSG00000120899/ENSG00000125675/ENSG00000181418/ENSG00000070961/ENSG00000135905/ENSG00000171862/ENSG00000155511/ENSG00000123700/ENSG00000102189/ENSG00000061337/ENSG00000234965/ENSG00000181790/ENSG00000197555/ENSG00000187902/ENSG00000067560/ENSG00000159842/ENSG00000138443/ENSG00000172531/ENSG00000168374/ENSG00000139220/ENSG00000167461/ENSG00000115540/ENSG00000148053/ENSG00000182255/ENSG00000131398/ENSG00000127022/ENSG00000132535/ENSG00000072110/ENSG00000077522/ENSG00000115808/ENSG00000169760/ENSG00000183023/ENSG00000087053/ENSG00000161681/ENSG00000153317/ENSG00000103496/ENSG00000129245/ENSG00000102081/ENSG00000003393/ENSG00000072062/ENSG00000154146/ENSG00000138592/ENSG00000124198/ENSG00000159217/ENSG00000150093/ENSG00000152767/ENSG00000107404/ENSG00000128594/ENSG00000136238/ENSG00000185046/ENSG00000132002/ENSG00000087250/ENSG00000070831/ENSG00000085733/ENSG00000132718/ENSG00000138814/ENSG00000108819/ENSG00000186298/ENSG00000170921/ENSG00000163485/ENSG00000047579/ENSG00000006740/ENSG00000251322/ENSG00000119878/ENSG00000176884/ENSG00000134780/ENSG00000186716/ENSG00000204681/ENSG00000034053/ENSG00000198561/ENSG00000088899/ENSG00000100678/ENSG00000150625/ENSG00000103319/ENSG00000197959/ENSG00000152208/ENSG00000121905/ENSG00000196689/ENSG00000130787/ENSG00000167371/ENSG00000176749/ENSG00000077063/ENSG00000070808/ENSG00000101463/ENSG00000089250/ENSG00000116106	1.659513971768846e-7
GO:0009898	ENSG00000164949/ENSG00000180176/ENSG00000092820/ENSG00000141750/ENSG00000174021/ENSG00000101188/ENSG00000105971/ENSG00000082512/ENSG00000197956/ENSG00000081237/ENSG00000116741/ENSG00000100345/ENSG00000125780/ENSG00000029534/ENSG00000182866/ENSG00000158352/ENSG00000070961/ENSG00000116285/ENSG00000171862/ENSG00000039068/ENSG00000073712/ENSG00000189067/ENSG00000157978/ENSG00000132639/ENSG00000176105/ENSG00000067560/ENSG00000064270/ENSG00000083799/ENSG00000070182/ENSG00000169895/ENSG00000070159/ENSG00000156049/ENSG00000196581/ENSG00000131323/ENSG00000080371/ENSG00000156052/ENSG00000133703/ENSG00000132535/ENSG00000156299/ENSG00000140575/ENSG00000126934/ENSG00000182132/ENSG00000161203/ENSG00000117868/ENSG00000110330/ENSG00000112245/ENSG00000111664/ENSG00000169282/ENSG00000184047/ENSG00000172375/ENSG00000088256/ENSG00000254505/ENSG00000143727/ENSG00000172354/ENSG00000152767/ENSG00000159753/ENSG00000065135/ENSG00000141741/ENSG00000136238/ENSG00000089006/ENSG00000183020/ENSG00000213341/ENSG00000130703/ENSG00000138814/ENSG00000142208/ENSG00000120063/ENSG00000108819/ENSG00000069966/ENSG00000169696/ENSG00000115317/ENSG00000251322/ENSG00000078369/ENSG00000089351/ENSG00000146535/ENSG00000042753/ENSG00000128266/ENSG00000102225/ENSG00000101421/ENSG00000185989/ENSG00000010810/ENSG00000069424/ENSG00000111218/ENSG00000108669/ENSG00000173801/ENSG00000127588/ENSG00000182389/ENSG00000186469/ENSG00000175318/ENSG00000170873/ENSG00000254087/ENSG00000158220/ENSG00000157404	2.0918150024966e-7
GO:0031965	ENSG00000158050/ENSG00000123358/ENSG00000170214/ENSG00000213719/ENSG00000165959/ENSG00000120907/ENSG00000141526/ENSG00000170385/ENSG00000173852/ENSG00000074800/ENSG00000131979/ENSG00000166949/ENSG00000101892/ENSG00000130956/ENSG00000181026/ENSG00000095209/ENSG00000150990/ENSG00000011260/ENSG00000136527/ENSG00000105821/ENSG00000137875/ENSG00000088826/ENSG00000137575/ENSG00000174574/ENSG00000084073/ENSG00000148248/ENSG00000052749/ENSG00000176438/ENSG00000107937/ENSG00000102119/ENSG00000108424/ENSG00000137880/ENSG00000172893/ENSG00000174669/ENSG00000110713/ENSG00000072954/ENSG00000166847/ENSG00000186432/ENSG00000181610/ENSG00000112941/ENSG00000127870/ENSG00000093000/ENSG00000196586/ENSG00000065183/ENSG00000058063/ENSG00000156052/ENSG00000127022/ENSG00000189362/ENSG00000138750/ENSG00000160789/ENSG00000148481/ENSG00000143801/ENSG00000162775/ENSG00000189077/ENSG00000141759/ENSG00000163002/ENSG00000147649/ENSG00000143815/ENSG00000143575/ENSG00000102898/ENSG00000188735/ENSG00000172943/ENSG00000198780/ENSG00000241468/ENSG00000136193/ENSG00000023287/ENSG00000170876/ENSG00000136816/ENSG00000136827/ENSG00000171566/ENSG00000124688/ENSG00000101558/ENSG00000086712/ENSG00000139496/ENSG00000007168/ENSG00000120992/ENSG00000141524/ENSG00000165632/ENSG00000134324/ENSG00000166881/ENSG00000079156/ENSG00000082898/ENSG00000119041/ENSG00000138095/ENSG00000149547/ENSG00000136770/ENSG00000165661/ENSG00000080345/ENSG00000178904/ENSG00000131018/ENSG00000116030/ENSG00000147955/ENSG00000113569/ENSG00000058804/ENSG00000132359/ENSG00000164031/ENSG00000096717/ENSG00000169905/ENSG00000079387/ENSG00000078674/ENSG00000091732/ENSG00000136243/ENSG00000115446/ENSG00000143337/ENSG00000108788/ENSG00000135446/ENSG00000120333/ENSG00000163904/ENSG00000069248/ENSG00000164062/ENSG00000124789/ENSG00000256060/ENSG00000121940/ENSG00000171867/ENSG00000164828/ENSG00000047410/ENSG00000198929/ENSG00000148719/ENSG00000184967/ENSG00000188807/ENSG00000111640/ENSG00000175826/ENSG00000160294/ENSG00000105325/ENSG00000040341/ENSG00000089234/ENSG00000146707/ENSG00000204178/ENSG00000166582/ENSG00000134255/ENSG00000272391/ENSG00000170502/ENSG00000174106/ENSG00000102900/ENSG00000177990/ENSG00000125450/ENSG00000155561/ENSG00000196313/ENSG00000146457/ENSG00000185085/ENSG00000100401/ENSG00000205423/ENSG00000122565/ENSG00000132466/ENSG00000110108/ENSG00000080815/ENSG00000015479/ENSG00000135924/ENSG00000164054/ENSG00000074696/ENSG00000107874/ENSG00000094914/ENSG00000042445/ENSG00000126106/ENSG00000054654/ENSG00000143473/ENSG00000137404/ENSG00000010295/ENSG00000143578/ENSG00000096433/ENSG00000123569/ENSG00000163637/ENSG00000148841/ENSG00000136160	3.041237293468362e-7
GO:0030686	ENSG00000120800/ENSG00000011260/ENSG00000141076/ENSG00000275464/ENSG00000138442/ENSG00000151304/ENSG00000165271/ENSG00000087269/ENSG00000065183/ENSG00000241945/ENSG00000189306/ENSG00000124541/ENSG00000171490/ENSG00000188976/ENSG00000108651/ENSG00000129347/ENSG00000136718/ENSG00000196943/ENSG00000124383/ENSG00000119285/ENSG00000165733/ENSG00000100029/ENSG00000183751/ENSG00000160256/ENSG00000261236/ENSG00000184967	3.1254840445992297e-7
GO:0005938	ENSG00000198576/ENSG00000157483/ENSG00000167306/ENSG00000092820/ENSG00000105974/ENSG00000170011/ENSG00000058085/ENSG00000071127/ENSG00000100345/ENSG00000197948/ENSG00000186193/ENSG00000074800/ENSG00000148180/ENSG00000104327/ENSG00000120899/ENSG00000196277/ENSG00000184922/ENSG00000175029/ENSG00000158352/ENSG00000110880/ENSG00000166501/ENSG00000128585/ENSG00000039068/ENSG00000124171/ENSG00000108010/ENSG00000073712/ENSG00000196924/ENSG00000167460/ENSG00000075624/ENSG00000138190/ENSG00000089159/ENSG00000118523/ENSG00000108518/ENSG00000130340/ENSG00000177105/ENSG00000067560/ENSG00000186522/ENSG00000101367/ENSG00000102119/ENSG00000101098/ENSG00000115295/ENSG00000079819/ENSG00000070182/ENSG00000070367/ENSG00000179820/ENSG00000175416/ENSG00000137710/ENSG00000117394/ENSG00000184640/ENSG00000196586/ENSG00000168385/ENSG00000102879/ENSG00000131398/ENSG00000130402/ENSG00000132535/ENSG00000137766/ENSG00000072110/ENSG00000077522/ENSG00000150054/ENSG00000143801/ENSG00000106299/ENSG00000140575/ENSG00000073350/ENSG00000186575/ENSG00000138071/ENSG00000131236/ENSG00000061918/ENSG00000143575/ENSG00000170558/ENSG00000198898/ENSG00000176406/ENSG00000165527/ENSG00000197879/ENSG00000136279/ENSG00000007168/ENSG00000077549/ENSG00000115053/ENSG00000130477/ENSG00000115216/ENSG00000122545/ENSG00000078747/ENSG00000118680/ENSG00000172375/ENSG00000148700/ENSG00000103126/ENSG00000133026/ENSG00000137312/ENSG00000182473/ENSG00000122705/ENSG00000133275/ENSG00000160460/ENSG00000132589/ENSG00000116903/ENSG00000112685/ENSG00000111785/ENSG00000136238/ENSG00000125868/ENSG00000111674/ENSG00000111859/ENSG00000132254/ENSG00000198363/ENSG00000187239/ENSG00000136425/ENSG00000085733/ENSG00000160360/ENSG00000108819/ENSG00000159692/ENSG00000138107/ENSG00000173898/ENSG00000213533/ENSG00000143951/ENSG00000102981/ENSG00000145335/ENSG00000125388/ENSG00000105254/ENSG00000182606/ENSG00000157782/ENSG00000204843/ENSG00000184702/ENSG00000080815/ENSG00000090316/ENSG00000168036/ENSG00000115306/ENSG00000067606/ENSG00000103187/ENSG00000125354/ENSG00000106665/ENSG00000105499/ENSG00000137942/ENSG00000198561/ENSG00000108387/ENSG00000131899/ENSG00000180096/ENSG00000106078/ENSG00000130787/ENSG00000156508/ENSG00000117016/ENSG00000136842/ENSG00000007171/ENSG00000077063/ENSG00000079337/ENSG00000104953/ENSG00000125898/ENSG00000136068/ENSG00000179044/ENSG00000168158/ENSG00000145555/ENSG00000101335/ENSG00000146950/ENSG00000073910/ENSG00000105122/ENSG00000170776/ENSG00000184304/ENSG00000133107	3.184100246478204e-7
GO:0030027	ENSG00000128340/ENSG00000142627/ENSG00000004399/ENSG00000125753/ENSG00000049130/ENSG00000175866/ENSG00000131435/ENSG00000273749/ENSG00000099204/ENSG00000100092/ENSG00000148180/ENSG00000188677/ENSG00000120899/ENSG00000154447/ENSG00000110880/ENSG00000165458/ENSG00000143632/ENSG00000039068/ENSG00000185043/ENSG00000163466/ENSG00000073712/ENSG00000103335/ENSG00000133789/ENSG00000127328/ENSG00000075624/ENSG00000089159/ENSG00000154783/ENSG00000166900/ENSG00000067560/ENSG00000138443/ENSG00000173166/ENSG00000137710/ENSG00000138193/ENSG00000119185/ENSG00000136286/ENSG00000102879/ENSG00000061676/ENSG00000149091/ENSG00000023191/ENSG00000044115/ENSG00000215301/ENSG00000115091/ENSG00000111229/ENSG00000205302/ENSG00000106299/ENSG00000186575/ENSG00000115355/ENSG00000143575/ENSG00000162704/ENSG00000243678/ENSG00000170558/ENSG00000136279/ENSG00000107140/ENSG00000103496/ENSG00000077549/ENSG00000205726/ENSG00000115216/ENSG00000143398/ENSG00000003393/ENSG00000138448/ENSG00000133026/ENSG00000241360/ENSG00000137312/ENSG00000028528/ENSG00000159217/ENSG00000185624/ENSG00000018189/ENSG00000254999/ENSG00000150093/ENSG00000159753/ENSG00000132589/ENSG00000118162/ENSG00000124333/ENSG00000139132/ENSG00000136238/ENSG00000111859/ENSG00000102302/ENSG00000136754/ENSG00000119328/ENSG00000079805/ENSG00000112679/ENSG00000172757/ENSG00000198752/ENSG00000085733/ENSG00000154380/ENSG00000142208/ENSG00000108819/ENSG00000187164/ENSG00000108262/ENSG00000135387/ENSG00000112290/ENSG00000168036/ENSG00000166313/ENSG00000258947/ENSG00000198561/ENSG00000054654/ENSG00000070756/ENSG00000129675/ENSG00000113657/ENSG00000124181/ENSG00000171680/ENSG00000129474/ENSG00000162493/ENSG00000186648/ENSG00000079337/ENSG00000115266/ENSG00000104435/ENSG00000145555/ENSG00000182957/ENSG00000180263/ENSG00000228741/ENSG00000127084/ENSG00000126016/ENSG00000159251	3.249564477849467e-7
GO:0019898	ENSG00000092820/ENSG00000141750/ENSG00000174021/ENSG00000105971/ENSG00000113361/ENSG00000145526/ENSG00000198648/ENSG00000146013/ENSG00000197956/ENSG00000150394/ENSG00000125780/ENSG00000105989/ENSG00000135046/ENSG00000135919/ENSG00000182866/ENSG00000116285/ENSG00000039068/ENSG00000140945/ENSG00000074416/ENSG00000073712/ENSG00000102189/ENSG00000132639/ENSG00000176105/ENSG00000067560/ENSG00000196155/ENSG00000083799/ENSG00000188343/ENSG00000100266/ENSG00000107611/ENSG00000155097/ENSG00000169895/ENSG00000008056/ENSG00000156049/ENSG00000156052/ENSG00000104412/ENSG00000088832/ENSG00000133703/ENSG00000132535/ENSG00000044115/ENSG00000156299/ENSG00000103423/ENSG00000139880/ENSG00000100934/ENSG00000101247/ENSG00000140575/ENSG00000011422/ENSG00000142765/ENSG00000073921/ENSG00000170558/ENSG00000161203/ENSG00000023287/ENSG00000117868/ENSG00000180008/ENSG00000136827/ENSG00000072778/ENSG00000022840/ENSG00000170677/ENSG00000100554/ENSG00000115977/ENSG00000111664/ENSG00000169282/ENSG00000132423/ENSG00000086300/ENSG00000144559/ENSG00000102081/ENSG00000099942/ENSG00000168546/ENSG00000150991/ENSG00000165801/ENSG00000088256/ENSG00000138592/ENSG00000172354/ENSG00000149927/ENSG00000078142/ENSG00000152767/ENSG00000159753/ENSG00000065135/ENSG00000100139/ENSG00000116675/ENSG00000136238/ENSG00000126581/ENSG00000171867/ENSG00000047410/ENSG00000196455/ENSG00000130703/ENSG00000171150/ENSG00000065609/ENSG00000090615/ENSG00000138814/ENSG00000130294/ENSG00000110871/ENSG00000142208/ENSG00000120063/ENSG00000069966/ENSG00000141580/ENSG00000068400/ENSG00000070610/ENSG00000251322/ENSG00000078369/ENSG00000167671/ENSG00000147416/ENSG00000168297/ENSG00000089351/ENSG00000146535/ENSG00000128266/ENSG00000102225/ENSG00000127946/ENSG00000120833/ENSG00000170315/ENSG00000168036/ENSG00000010810/ENSG00000136710/ENSG00000152465/ENSG00000069424/ENSG00000140464/ENSG00000198561/ENSG00000105875/ENSG00000109743/ENSG00000128536/ENSG00000084092/ENSG00000128482/ENSG00000172232/ENSG00000123815/ENSG00000121905/ENSG00000240771/ENSG00000108669/ENSG00000167716/ENSG00000173801/ENSG00000062038/ENSG00000149654/ENSG00000177169/ENSG00000164674/ENSG00000107736/ENSG00000133056/ENSG00000127588/ENSG00000186469/ENSG00000117461/ENSG00000113100/ENSG00000175318/ENSG00000157343/ENSG00000124215/ENSG00000137501/ENSG00000115266/ENSG00000179242/ENSG00000254087/ENSG00000158220/ENSG00000040731/ENSG00000101542	4.5633047032874325e-7
GO:0031256	ENSG00000187678/ENSG00000142627/ENSG00000136158/ENSG00000116329/ENSG00000102287/ENSG00000092820/ENSG00000004399/ENSG00000125753/ENSG00000188803/ENSG00000112038/ENSG00000237515/ENSG00000169836/ENSG00000142669/ENSG00000181418/ENSG00000070961/ENSG00000110880/ENSG00000166006/ENSG00000116396/ENSG00000155511/ENSG00000185133/ENSG00000185043/ENSG00000158445/ENSG00000073712/ENSG00000103335/ENSG00000234965/ENSG00000154783/ENSG00000187902/ENSG00000067560/ENSG00000131504/ENSG00000239672/ENSG00000168374/ENSG00000100266/ENSG00000196586/ENSG00000136286/ENSG00000061676/ENSG00000131398/ENSG00000127990/ENSG00000128272/ENSG00000151239/ENSG00000186297/ENSG00000186575/ENSG00000113645/ENSG00000107201/ENSG00000109158/ENSG00000197879/ENSG00000103496/ENSG00000111913/ENSG00000151834/ENSG00000104643/ENSG00000143398/ENSG00000138448/ENSG00000241360/ENSG00000182256/ENSG00000147481/ENSG00000139505/ENSG00000023902/ENSG00000150093/ENSG00000115109/ENSG00000028203/ENSG00000159445/ENSG00000136238/ENSG00000079805/ENSG00000172757/ENSG00000070831/ENSG00000108819/ENSG00000163485/ENSG00000065989/ENSG00000180448/ENSG00000006740/ENSG00000008086/ENSG00000152778/ENSG00000151694/ENSG00000134780/ENSG00000154096/ENSG00000115306/ENSG00000204681/ENSG00000146005/ENSG00000078053/ENSG00000136002/ENSG00000116584/ENSG00000174469/ENSG00000011677/ENSG00000054654/ENSG00000129159/ENSG00000110436/ENSG00000124507/ENSG00000149273/ENSG00000143473/ENSG00000121905/ENSG00000124181/ENSG00000196689/ENSG00000130787/ENSG00000156508/ENSG00000162493/ENSG00000141736/ENSG00000064687/ENSG00000115266/ENSG00000107104/ENSG00000095370/ENSG00000022355/ENSG00000182957/ENSG00000228741/ENSG00000168309	5.316782584404844e-7
GO:0005798	ENSG00000187714/ENSG00000181744/ENSG00000152056/ENSG00000100280/ENSG00000158623/ENSG00000095139/ENSG00000182287/ENSG00000175416/ENSG00000167461/ENSG00000184432/ENSG00000136156/ENSG00000092108/ENSG00000117262/ENSG00000129083/ENSG00000180834/ENSG00000106367/ENSG00000138600/ENSG00000086598/ENSG00000136240/ENSG00000109220/ENSG00000137845/ENSG00000184840/ENSG00000005243/ENSG00000134602/ENSG00000090487/ENSG00000206418/ENSG00000165240/ENSG00000166557/ENSG00000177054/ENSG00000166747/ENSG00000170348/ENSG00000122218/ENSG00000154146/ENSG00000134970/ENSG00000141367/ENSG00000122705/ENSG00000122126/ENSG00000119844/ENSG00000142186/ENSG00000047932/ENSG00000152291/ENSG00000157837/ENSG00000119396/ENSG00000181789/ENSG00000105438/ENSG00000104490/ENSG00000134262/ENSG00000072958/ENSG00000244045/ENSG00000241973/ENSG00000111481/ENSG00000136710/ENSG00000124507/ENSG00000171533/ENSG00000114646/ENSG00000213983/ENSG00000070729	8.257603601146689e-7
GO:0042470	ENSG00000180176/ENSG00000170011/ENSG00000148175/ENSG00000122359/ENSG00000135404/ENSG00000166598/ENSG00000143870/ENSG00000137575/ENSG00000044574/ENSG00000167004/ENSG00000166794/ENSG00000164733/ENSG00000105281/ENSG00000166900/ENSG00000164924/ENSG00000168003/ENSG00000161091/ENSG00000109133/ENSG00000115484/ENSG00000137880/ENSG00000163902/ENSG00000144566/ENSG00000117394/ENSG00000127022/ENSG00000080824/ENSG00000109971/ENSG00000155660/ENSG00000142765/ENSG00000069849/ENSG00000123595/ENSG00000138069/ENSG00000108953/ENSG00000172270/ENSG00000075785/ENSG00000096384/ENSG00000165240/ENSG00000033627/ENSG00000132341/ENSG00000170348/ENSG00000141367/ENSG00000101444/ENSG00000170248/ENSG00000072274/ENSG00000137312/ENSG00000128595/ENSG00000108774/ENSG00000185624/ENSG00000150093/ENSG00000104388/ENSG00000136238/ENSG00000008282/ENSG00000089597/ENSG00000166913/ENSG00000117450/ENSG00000197535/ENSG00000120063/ENSG00000265808/ENSG00000185896/ENSG00000047579/ENSG00000101152/ENSG00000100321/ENSG00000147416/ENSG00000163399/ENSG00000111737/ENSG00000213760/ENSG00000100099/ENSG00000187109/ENSG00000137563/ENSG00000132386/ENSG00000197043/ENSG00000101850/ENSG00000118242/ENSG00000137501	8.33378991796447e-7
GO:0048770	ENSG00000180176/ENSG00000170011/ENSG00000148175/ENSG00000122359/ENSG00000135404/ENSG00000166598/ENSG00000143870/ENSG00000137575/ENSG00000044574/ENSG00000167004/ENSG00000166794/ENSG00000164733/ENSG00000105281/ENSG00000166900/ENSG00000164924/ENSG00000168003/ENSG00000161091/ENSG00000109133/ENSG00000115484/ENSG00000137880/ENSG00000163902/ENSG00000144566/ENSG00000117394/ENSG00000127022/ENSG00000080824/ENSG00000109971/ENSG00000155660/ENSG00000142765/ENSG00000069849/ENSG00000123595/ENSG00000138069/ENSG00000108953/ENSG00000172270/ENSG00000075785/ENSG00000096384/ENSG00000165240/ENSG00000033627/ENSG00000132341/ENSG00000170348/ENSG00000141367/ENSG00000101444/ENSG00000170248/ENSG00000072274/ENSG00000137312/ENSG00000128595/ENSG00000108774/ENSG00000185624/ENSG00000150093/ENSG00000104388/ENSG00000136238/ENSG00000008282/ENSG00000089597/ENSG00000166913/ENSG00000117450/ENSG00000197535/ENSG00000120063/ENSG00000265808/ENSG00000185896/ENSG00000047579/ENSG00000101152/ENSG00000100321/ENSG00000147416/ENSG00000163399/ENSG00000111737/ENSG00000213760/ENSG00000100099/ENSG00000187109/ENSG00000137563/ENSG00000132386/ENSG00000197043/ENSG00000101850/ENSG00000118242/ENSG00000137501	8.33378991796447e-7
GO:0030137	ENSG00000181744/ENSG00000158623/ENSG00000095139/ENSG00000184432/ENSG00000129083/ENSG00000086598/ENSG00000136240/ENSG00000005243/ENSG00000166557/ENSG00000170348/ENSG00000122218/ENSG00000134970/ENSG00000142186/ENSG00000181789/ENSG00000105438/ENSG00000244045/ENSG00000111481/ENSG00000136710/ENSG00000124507	9.397976356755642e-7
GO:0030660	ENSG00000187714/ENSG00000181744/ENSG00000152056/ENSG00000100280/ENSG00000158623/ENSG00000095139/ENSG00000182287/ENSG00000175416/ENSG00000184432/ENSG00000136156/ENSG00000117262/ENSG00000129083/ENSG00000106367/ENSG00000138600/ENSG00000086598/ENSG00000136240/ENSG00000005243/ENSG00000166557/ENSG00000177054/ENSG00000166747/ENSG00000122218/ENSG00000154146/ENSG00000134970/ENSG00000141367/ENSG00000122705/ENSG00000119844/ENSG00000142186/ENSG00000047932/ENSG00000157837/ENSG00000181789/ENSG00000105438/ENSG00000104490/ENSG00000134262/ENSG00000072958/ENSG00000244045/ENSG00000241973/ENSG00000111481/ENSG00000114646/ENSG00000213983/ENSG00000070729	1.0137465028907437e-6
